vehicle_id,timestamp,date,hour,day_of_week,region,latitude,longitude,speed_kmph,heading,vehicle_status,ignition_status,signal_quality,is_moving,is_low_signal
VEH0045,2026-08-20 08:27:17,2026-08-20,8,Thursday,Coimbatore,10.974177,76.973224,39.84,229.05,Moving,On,Excellent,1,0
VEH0045,2026-08-20 12:06:01,2026-08-20,12,Thursday,Coimbatore,11.065782,76.95063,51.58,255.75,Moving,On,Excellent,1,0
VEH0045,2026-08-20 15:33:36,2026-08-20,15,Thursday,Tirunelveli,8.737908,77.745461,38.27,26.74,Moving,On,Excellent,1,0
VEH0045,2026-08-21 06:55:27,2026-08-21,6,Friday,Trichy,10.853077,78.698306,0.0,20.09,Stopped,On,Good,0,0
VEH0045,2026-08-21 20:03:22,2026-08-21,20,Friday,Madurai,9.983338,78.10986,20.59,324.98,Moving,On,Good,1,0
VEH0045,2026-08-21 21:54:58,2026-08-21,21,Friday,Madurai,9.911218,78.126571,0.0,240.97,Stopped,On,Excellent,0,0
VEH0045,2026-08-22 00:44:36,2026-08-22,0,Saturday,Salem,11.610422,78.116733,23.97,16.33,Moving,On,Excellent,1,0
VEH0045,2026-08-22 01:49:20,2026-08-22,1,Saturday,Vellore,12.935293,79.148004,16.64,72.56,Moving,On,Excellent,1,0
VEH0045,2026-08-22 08:42:16,2026-08-22,8,Saturday,Tirunelveli,8.645581,77.70729,22.73,236.62,Moving,On,Excellent,1,0
VEH0045,2026-08-22 09:47:00,2026-08-22,9,Saturday,Erode,11.32186,77.735881,60.07,153.7,Moving,On,Excellent,1,0
VEH0045,2026-08-22 11:22:58,2026-08-22,11,Saturday,Tirunelveli,8.679439,77.77262,33.31,48.81,Moving,On,Excellent,1,0
VEH0045,2026-08-22 13:59:13,2026-08-22,13,Saturday,Tirunelveli,8.726313,77.787942,38.9,326.29,Moving,On,Excellent,1,0
VEH0045,2026-08-22 16:57:47,2026-08-22,16,Saturday,Chennai,13.146582,80.293456,27.17,167.04,Moving,On,Fair,1,0
VEH0045,2026-08-22 17:15:38,2026-08-22,17,Saturday,Tirunelveli,8.750489,77.713495,66.9,165.71,Moving,On,Fair,1,0
VEH0045,2026-08-23 19:35:56,2026-08-23,19,Sunday,Vellore,12.848258,79.180386,60.43,268.48,Moving,On,Good,1,0
VEH0045,2026-08-24 00:41:44,2026-08-24,0,Monday,Erode,11.365028,77.634912,32.15,134.46,Moving,On,Excellent,1,0
VEH0045,2026-08-24 02:42:16,2026-08-24,2,Monday,Salem,11.634067,78.122185,50.68,168.43,Moving,On,Excellent,1,0
VEH0045,2026-08-24 03:24:40,2026-08-24,3,Monday,Vellore,12.89938,79.14758,41.26,355.36,Moving,On,Good,1,0
VEH0045,2026-08-24 23:16:36,2026-08-24,23,Monday,Vellore,12.955428,79.102672,49.96,19.47,Moving,On,Good,1,0
VEH0045,2026-08-25 04:58:06,2026-08-25,4,Tuesday,Vellore,12.915561,79.130707,48.47,23.99,Moving,On,Fair,1,0
VEH0045,2026-08-25 10:53:00,2026-08-25,10,Tuesday,Trichy,10.802001,78.709953,44.62,148.11,Moving,On,Fair,1,0
VEH0045,2026-08-25 11:01:55,2026-08-25,11,Tuesday,Salem,11.652856,78.114049,44.58,299.19,Moving,On,Excellent,1,0
VEH0045,2026-08-25 14:40:40,2026-08-25,14,Tuesday,Madurai,9.964939,78.135377,51.73,216.68,Moving,On,Excellent,1,0
VEH0045,2026-08-26 00:09:50,2026-08-26,0,Wednesday,Vellore,12.923361,79.13798,46.33,259.67,Moving,On,Excellent,1,0
VEH0045,2026-08-26 10:16:58,2026-08-26,10,Wednesday,Tirunelveli,8.703512,77.744993,48.11,125.62,Moving,On,Excellent,1,0
VEH0045,2026-08-26 14:24:43,2026-08-26,14,Wednesday,Vellore,12.973708,79.137866,29.14,349.43,Moving,On,Good,1,0
VEH0045,2026-08-26 19:10:25,2026-08-26,19,Wednesday,Tirunelveli,8.691869,77.730742,3.2,128.29,Slow,On,Good,1,0
VEH0045,2026-08-27 01:45:30,2026-08-27,1,Thursday,Chennai,13.072687,80.339362,19.69,330.11,Moving,On,Excellent,1,0
VEH0045,2026-08-27 12:57:21,2026-08-27,12,Thursday,Erode,11.269975,77.744449,36.69,109.88,Moving,On,Good,1,0
VEH0045,2026-08-27 13:12:58,2026-08-27,13,Thursday,Tirunelveli,8.66143,77.76711,72.67,55.86,Moving,On,Good,1,0
VEH0045,2026-08-27 19:36:53,2026-08-27,19,Thursday,Chennai,13.116427,80.247729,70.91,206.48,Moving,On,Excellent,1,0
VEH0045,2026-08-27 20:26:00,2026-08-27,20,Thursday,Madurai,9.876827,78.06019,52.33,17.62,Moving,On,Excellent,1,0
VEH0045,2026-08-27 21:39:39,2026-08-27,21,Thursday,Trichy,10.767506,78.724613,20.71,311.81,Moving,On,Excellent,1,0
VEH0045,2026-08-28 01:02:46,2026-08-28,1,Friday,Chennai,13.094147,80.208977,50.22,10.08,Moving,On,Good,1,0
VEH0045,2026-08-28 15:24:21,2026-08-28,15,Friday,Madurai,9.878913,78.090809,30.19,143.69,Moving,On,Good,1,0
VEH0045,2026-08-29 02:49:35,2026-08-29,2,Saturday,Coimbatore,11.02785,76.993323,25.45,256.56,Moving,On,Excellent,1,0
VEH0045,2026-08-29 07:33:04,2026-08-29,7,Saturday,Trichy,10.73143,78.663341,45.47,12.21,Moving,On,Excellent,1,0
VEH0045,2026-08-29 07:41:59,2026-08-29,7,Saturday,Tirunelveli,8.76077,77.703625,50.11,333.09,Moving,On,Excellent,1,0
VEH0045,2026-08-29 10:29:24,2026-08-29,10,Saturday,Tirunelveli,8.667511,77.750934,9.19,234.06,Slow,On,Excellent,1,0
VEH0045,2026-08-30 07:05:57,2026-08-30,7,Sunday,Madurai,9.917998,78.075423,65.66,339.05,Moving,On,Excellent,1,0
VEH0045,2026-08-31 14:58:50,2026-08-31,14,Monday,Coimbatore,11.009391,76.909664,75.48,161.42,Moving,On,Fair,1,0
VEH0045,2026-08-31 16:54:54,2026-08-31,16,Monday,Madurai,9.897307,78.120744,34.86,299.26,Moving,On,Excellent,1,0
VEH0046,2026-08-01 04:25:36,2026-08-01,4,Saturday,Erode,11.42894,77.716619,69.64,223.63,Moving,On,Excellent,1,0
VEH0046,2026-08-01 06:59:37,2026-08-01,6,Saturday,Madurai,9.939195,78.180392,69.62,200.42,Moving,On,Excellent,1,0
VEH0046,2026-08-01 07:42:02,2026-08-01,7,Saturday,Salem,11.646135,78.034627,40.98,329.07,Moving,On,Excellent,1,0
VEH0046,2026-08-01 09:44:48,2026-08-01,9,Saturday,Erode,11.320744,77.73656,33.37,308.53,Moving,On,Excellent,1,0
VEH0046,2026-08-02 08:06:16,2026-08-02,8,Sunday,Chennai,13.049065,80.262981,37.5,98.84,Moving,On,Fair,1,0
VEH0046,2026-08-02 14:39:06,2026-08-02,14,Sunday,Chennai,13.072096,80.282097,54.9,312.48,Moving,On,Excellent,1,0
VEH0046,2026-08-02 15:37:08,2026-08-02,15,Sunday,Madurai,9.939605,78.103038,67.57,304.47,Moving,On,Good,1,0
VEH0046,2026-08-03 11:33:31,2026-08-03,11,Monday,Salem,11.721811,78.141508,43.26,190.95,Moving,On,Good,1,0
VEH0046,2026-08-04 04:11:15,2026-08-04,4,Tuesday,Erode,11.371949,77.698828,57.2,261.43,Moving,On,Excellent,1,0
VEH0046,2026-08-04 04:31:21,2026-08-04,4,Tuesday,Trichy,10.774159,78.654696,27.23,303.85,Moving,On,Excellent,1,0
VEH0046,2026-08-04 05:09:17,2026-08-04,5,Tuesday,Coimbatore,10.984326,77.015528,45.86,73.57,Moving,On,Excellent,1,0
VEH0046,2026-08-04 10:19:33,2026-08-04,10,Tuesday,Tirunelveli,8.817311,77.774219,59.27,358.72,Moving,On,Fair,1,0
VEH0046,2026-08-04 18:10:31,2026-08-04,18,Tuesday,Trichy,10.788003,78.720008,48.56,54.43,Moving,On,Excellent,1,0
VEH0046,2026-08-04 23:36:23,2026-08-04,23,Tuesday,Erode,11.409958,77.772209,5.9,170.19,Slow,On,Fair,1,0
VEH0046,2026-08-05 00:23:16,2026-08-05,0,Wednesday,Madurai,9.898726,78.154436,18.06,189.65,Moving,On,Good,1,0
VEH0046,2026-08-05 04:13:10,2026-08-05,4,Wednesday,Erode,11.333434,77.734376,19.85,40.56,Moving,On,Fair,1,0
VEH0046,2026-08-05 16:52:04,2026-08-05,16,Wednesday,Trichy,10.826655,78.695312,74.5,161.14,Moving,On,Excellent,1,0
VEH0046,2026-08-05 17:27:47,2026-08-05,17,Wednesday,Trichy,10.742207,78.749237,67.96,256.87,Moving,On,Good,1,0
VEH0046,2026-08-05 20:35:16,2026-08-05,20,Wednesday,Madurai,9.911555,78.139049,43.39,280.44,Moving,On,Good,1,0
VEH0046,2026-08-05 22:29:06,2026-08-05,22,Wednesday,Erode,11.359125,77.699546,38.29,111.01,Moving,On,Good,1,0
VEH0046,2026-08-06 07:20:20,2026-08-06,7,Thursday,Trichy,10.769414,78.69737,66.38,115.47,Moving,On,Fair,1,0
VEH0046,2026-08-06 13:55:25,2026-08-06,13,Thursday,Coimbatore,11.02651,76.958109,14.16,240.53,Slow,On,Good,1,0
VEH0046,2026-08-07 00:51:38,2026-08-07,0,Friday,Salem,11.669484,78.200176,57.0,197.72,Moving,On,Excellent,1,0
VEH0046,2026-08-07 02:36:33,2026-08-07,2,Friday,Erode,11.352563,77.712982,65.78,127.92,Moving,On,Good,1,0
VEH0046,2026-08-07 20:41:20,2026-08-07,20,Friday,Vellore,12.887201,79.197668,19.25,243.73,Moving,On,Poor,1,1
VEH0046,2026-08-08 05:59:21,2026-08-08,5,Saturday,Coimbatore,11.024361,76.98669,64.84,346.0,Moving,On,Excellent,1,0
VEH0046,2026-08-09 09:44:28,2026-08-09,9,Sunday,Tirunelveli,8.713259,77.745845,91.89,331.65,Moving,On,Fair,1,0
VEH0046,2026-08-09 20:04:58,2026-08-09,20,Sunday,Chennai,13.106219,80.239567,35.32,113.67,Moving,On,Poor,1,1
VEH0046,2026-08-10 03:38:05,2026-08-10,3,Monday,Chennai,13.055888,80.319299,74.36,341.68,Moving,On,Good,1,0
VEH0046,2026-08-10 06:27:43,2026-08-10,6,Monday,Vellore,12.910874,79.15709,51.91,359.57,Moving,On,Excellent,1,0
VEH0046,2026-08-10 09:39:41,2026-08-10,9,Monday,Coimbatore,11.026935,76.943472,1.58,83.01,Stopped,Off,Good,0,0
VEH0046,2026-08-10 13:42:58,2026-08-10,13,Monday,Vellore,12.893371,79.096203,54.1,227.95,Moving,On,Excellent,1,0
VEH0046,2026-08-10 13:49:40,2026-08-10,13,Monday,Erode,11.348245,77.658734,54.25,102.2,Moving,On,Good,1,0
VEH0046,2026-08-10 19:49:02,2026-08-10,19,Monday,Chennai,13.106241,80.267366,34.57,52.29,Moving,On,Good,1,0
VEH0046,2026-08-11 01:10:27,2026-08-11,1,Tuesday,Trichy,10.79482,78.758752,69.8,152.21,Moving,On,Fair,1,0
VEH0046,2026-08-11 23:05:08,2026-08-11,23,Tuesday,Trichy,10.821444,78.684889,54.94,286.56,Moving,On,Excellent,1,0
VEH0046,2026-08-12 10:54:56,2026-08-12,10,Wednesday,Salem,11.645399,78.149385,54.73,355.52,Moving,On,Good,1,0
VEH0046,2026-08-12 13:22:15,2026-08-12,13,Wednesday,Chennai,13.087692,80.265654,6.76,42.69,Slow,On,Excellent,1,0
VEH0046,2026-08-12 17:23:18,2026-08-12,17,Wednesday,Coimbatore,10.977727,76.921114,50.65,154.57,Moving,On,Good,1,0
VEH0046,2026-08-14 01:29:34,2026-08-14,1,Friday,Salem,11.658131,78.147893,46.94,109.9,Moving,On,Good,1,0
VEH0046,2026-08-14 10:58:45,2026-08-14,10,Friday,Coimbatore,11.042724,76.996068,27.11,298.31,Moving,On,Excellent,1,0
VEH0046,2026-08-14 13:03:45,2026-08-14,13,Friday,Coimbatore,11.017831,76.949293,20.2,278.38,Moving,On,Good,1,0
VEH0046,2026-08-14 13:59:33,2026-08-14,13,Friday,Tirunelveli,8.754092,77.775469,68.71,329.75,Moving,On,Good,1,0
VEH0046,2026-08-14 22:12:50,2026-08-14,22,Friday,Vellore,12.920398,79.149417,61.18,292.1,Moving,On,Good,1,0
VEH0046,2026-08-15 16:17:37,2026-08-15,16,Saturday,Coimbatore,11.038466,76.929473,50.47,340.62,Moving,On,Fair,1,0
VEH0046,2026-08-16 02:35:54,2026-08-16,2,Sunday,Salem,11.688565,78.196418,53.64,2.11,Moving,On,Poor,1,1
VEH0046,2026-08-16 20:09:26,2026-08-16,20,Sunday,Tirunelveli,8.706918,77.77056,26.02,162.16,Moving,On,Good,1,0
VEH0046,2026-08-17 04:36:06,2026-08-17,4,Monday,Vellore,12.924568,79.161905,0.0,60.35,Stopped,Off,Excellent,0,0
VEH0046,2026-08-17 05:18:31,2026-08-17,5,Monday,Vellore,12.939753,79.05114,47.67,310.53,Moving,On,Good,1,0
VEH0046,2026-08-17 12:29:18,2026-08-17,12,Monday,Trichy,10.826232,78.705679,51.59,88.3,Moving,On,Poor,1,1
VEH0046,2026-08-17 21:33:56,2026-08-17,21,Monday,Erode,11.317737,77.732088,26.6,34.67,Moving,On,Fair,1,0
VEH0046,2026-08-18 04:06:46,2026-08-18,4,Tuesday,Erode,11.323308,77.735634,44.67,279.12,Moving,On,Fair,1,0
VEH0046,2026-08-18 06:43:01,2026-08-18,6,Tuesday,Madurai,9.997759,78.182763,28.7,343.04,Moving,On,Good,1,0
VEH0046,2026-08-18 18:48:26,2026-08-18,18,Tuesday,Trichy,10.777211,78.733801,27.93,320.59,Moving,On,Good,1,0
VEH0046,2026-08-18 22:13:47,2026-08-18,22,Tuesday,Vellore,12.960336,79.110798,34.73,43.54,Moving,On,Good,1,0
VEH0046,2026-08-19 02:55:01,2026-08-19,2,Wednesday,Chennai,13.078387,80.249029,59.95,339.84,Moving,On,Good,1,0
VEH0046,2026-08-19 11:52:57,2026-08-19,11,Wednesday,Trichy,10.855734,78.684246,57.04,275.87,Moving,On,Poor,1,1
VEH0046,2026-08-19 13:04:23,2026-08-19,13,Wednesday,Madurai,9.90406,78.113923,24.37,67.45,Moving,On,Excellent,1,0
VEH0046,2026-08-19 13:42:19,2026-08-19,13,Wednesday,Madurai,9.939666,78.099227,11.16,292.05,Slow,On,Excellent,1,0
VEH0046,2026-08-19 16:00:43,2026-08-19,16,Wednesday,Trichy,10.764671,78.761622,17.64,205.79,Moving,On,Good,1,0
VEH0046,2026-08-20 00:45:15,2026-08-20,0,Thursday,Tirunelveli,8.686388,77.762465,38.65,74.39,Moving,On,Good,1,0
VEH0046,2026-08-20 04:23:59,2026-08-20,4,Thursday,Vellore,12.974919,79.159318,41.88,56.54,Moving,On,Good,1,0
VEH0046,2026-08-20 10:32:17,2026-08-20,10,Thursday,Erode,11.348303,77.735207,45.22,86.21,Moving,On,Fair,1,0
VEH0046,2026-08-20 16:07:05,2026-08-20,16,Thursday,Coimbatore,10.96688,76.975088,10.95,186.77,Slow,On,Excellent,1,0
VEH0046,2026-08-20 16:24:57,2026-08-20,16,Thursday,Erode,11.359136,77.746919,0.71,326.56,Stopped,Off,Good,0,0
VEH0046,2026-08-20 19:34:40,2026-08-20,19,Thursday,Madurai,9.926287,78.154751,38.14,196.26,Moving,On,Excellent,1,0
VEH0046,2026-08-20 19:54:45,2026-08-20,19,Thursday,Tirunelveli,8.673166,77.821118,36.12,319.5,Moving,On,Good,1,0
VEH0046,2026-08-20 20:28:14,2026-08-20,20,Thursday,Erode,11.365713,77.728317,32.69,280.49,Moving,On,Good,1,0
VEH0046,2026-08-21 00:11:27,2026-08-21,0,Friday,Chennai,13.063392,80.26378,48.91,231.51,Moving,On,Fair,1,0
VEH0046,2026-08-21 03:21:10,2026-08-21,3,Friday,Erode,11.407747,77.704975,35.86,158.89,Moving,On,Excellent,1,0
VEH0046,2026-08-21 10:31:57,2026-08-21,10,Friday,Chennai,13.116154,80.22331,43.24,319.51,Moving,On,Fair,1,0
VEH0046,2026-08-21 21:17:01,2026-08-21,21,Friday,Tirunelveli,8.674521,77.743191,3.45,247.76,Slow,On,Excellent,1,0
VEH0046,2026-08-21 22:48:32,2026-08-21,22,Friday,Coimbatore,11.08774,76.911694,23.17,242.49,Moving,On,Good,1,0
VEH0046,2026-08-22 14:14:51,2026-08-22,14,Saturday,Salem,11.636247,78.16602,49.26,139.33,Moving,On,Excellent,1,0
VEH0046,2026-08-22 20:18:40,2026-08-22,20,Saturday,Trichy,10.762434,78.709786,42.0,44.8,Moving,On,Excellent,1,0
VEH0046,2026-08-23 12:22:55,2026-08-23,12,Sunday,Madurai,9.914266,78.101059,16.22,251.17,Moving,On,Good,1,0
VEH0046,2026-08-23 20:36:12,2026-08-23,20,Sunday,Erode,11.310665,77.70757,26.77,54.74,Moving,On,Excellent,1,0
VEH0046,2026-08-24 07:36:54,2026-08-24,7,Monday,Erode,11.416373,77.679155,65.22,144.33,Moving,On,Good,1,0
VEH0046,2026-08-25 14:33:58,2026-08-25,14,Tuesday,Vellore,12.918397,79.153926,38.25,151.73,Moving,On,Fair,1,0
VEH0046,2026-08-26 17:45:36,2026-08-26,17,Wednesday,Tirunelveli,8.709935,77.675872,35.65,148.38,Moving,On,Poor,1,1
VEH0046,2026-08-27 04:26:12,2026-08-27,4,Thursday,Tirunelveli,8.715591,77.79331,40.37,51.8,Moving,On,Excellent,1,0
VEH0046,2026-08-27 04:44:04,2026-08-27,4,Thursday,Trichy,10.787343,78.721453,69.95,28.04,Moving,On,Excellent,1,0
VEH0046,2026-08-27 06:11:07,2026-08-27,6,Thursday,Coimbatore,10.969099,76.946174,48.6,247.66,Moving,On,Excellent,1,0
VEH0046,2026-08-27 09:47:38,2026-08-27,9,Thursday,Salem,11.658277,78.138518,29.52,218.5,Moving,On,Fair,1,0
VEH0046,2026-08-28 21:48:16,2026-08-28,21,Friday,Tirunelveli,8.764359,77.724003,11.9,67.74,Slow,On,Fair,1,0
VEH0046,2026-08-28 22:10:35,2026-08-28,22,Friday,Coimbatore,10.953758,76.978211,37.81,28.76,Moving,On,Good,1,0
VEH0046,2026-08-29 00:57:59,2026-08-29,0,Saturday,Vellore,12.965982,79.097603,22.57,157.59,Moving,On,Good,1,0
VEH0046,2026-08-29 04:52:21,2026-08-29,4,Saturday,Madurai,9.867824,78.142957,32.04,227.43,Moving,On,Fair,1,0
VEH0046,2026-08-29 20:40:59,2026-08-29,20,Saturday,Madurai,9.920179,78.112965,40.66,196.47,Moving,On,Excellent,1,0
VEH0046,2026-08-29 22:45:58,2026-08-29,22,Saturday,Vellore,12.836681,79.135077,60.66,217.44,Moving,On,Excellent,1,0
VEH0046,2026-08-30 00:01:52,2026-08-30,0,Sunday,Trichy,10.837159,78.747809,31.16,253.58,Moving,On,Good,1,0
VEH0046,2026-08-30 01:42:18,2026-08-30,1,Sunday,Erode,11.34854,77.768574,40.36,62.57,Moving,On,Excellent,1,0
VEH0046,2026-08-30 03:38:22,2026-08-30,3,Sunday,Chennai,13.076768,80.315945,31.3,48.68,Moving,On,Good,1,0
VEH0046,2026-08-30 07:10:25,2026-08-30,7,Sunday,Salem,11.621334,78.141329,58.94,208.28,Moving,On,Fair,1,0
VEH0046,2026-08-31 01:15:12,2026-08-31,1,Monday,Chennai,13.120421,80.253286,27.28,223.23,Moving,On,Excellent,1,0
VEH0046,2026-08-31 03:24:40,2026-08-31,3,Monday,Coimbatore,10.949492,76.997175,33.05,309.14,Moving,On,Good,1,0
VEH0046,2026-08-31 14:38:45,2026-08-31,14,Monday,Erode,11.285122,77.711133,51.72,121.02,Moving,On,Good,1,0
VEH0046,2026-08-31 16:37:03,2026-08-31,16,Monday,Erode,11.36401,77.706505,56.0,333.17,Moving,On,Good,1,0
VEH0046,2026-08-31 19:53:28,2026-08-31,19,Monday,Salem,11.699988,78.175885,39.97,314.97,Moving,On,Excellent,1,0
VEH0046,2026-08-31 20:15:47,2026-08-31,20,Monday,Salem,11.694888,78.148161,62.72,199.16,Moving,On,Good,1,0
VEH0046,2026-08-31 21:02:40,2026-08-31,21,Monday,Erode,11.334983,77.736858,29.29,24.13,Moving,On,Excellent,1,0
VEH0046,2026-08-31 23:16:35,2026-08-31,23,Monday,Salem,11.695029,78.153424,62.82,180.24,Moving,On,Fair,1,0
VEH0047,2026-08-01 20:34:19,2026-08-01,20,Saturday,Coimbatore,10.998919,76.995218,49.91,229.03,Moving,On,Excellent,1,0
VEH0047,2026-08-02 01:37:53,2026-08-02,1,Sunday,Tirunelveli,8.71278,77.777738,62.1,0.94,Moving,On,Fair,1,0
VEH0047,2026-08-02 03:31:43,2026-08-02,3,Sunday,Vellore,13.000941,79.111249,17.28,218.69,Moving,On,Fair,1,0
VEH0047,2026-08-02 10:13:29,2026-08-02,10,Sunday,Erode,11.403138,77.735818,0.0,17.02,Stopped,On,Excellent,0,0
VEH0047,2026-08-02 13:36:36,2026-08-02,13,Sunday,Tirunelveli,8.634153,77.794251,33.55,290.44,Moving,On,Excellent,1,0
VEH0047,2026-08-02 16:44:06,2026-08-02,16,Sunday,Tirunelveli,8.678966,77.764823,56.43,347.21,Moving,On,Excellent,1,0
VEH0047,2026-08-03 01:08:33,2026-08-03,1,Monday,Madurai,9.980229,78.131585,52.44,259.71,Moving,On,Excellent,1,0
VEH0047,2026-08-03 04:18:16,2026-08-03,4,Monday,Coimbatore,11.007407,76.948114,9.68,152.37,Slow,On,Excellent,1,0
VEH0047,2026-08-03 06:00:57,2026-08-03,6,Monday,Coimbatore,10.996027,76.987314,13.81,187.16,Slow,On,Excellent,1,0
VEH0047,2026-08-03 23:38:57,2026-08-03,23,Monday,Coimbatore,10.990782,76.964633,17.4,93.15,Moving,On,Excellent,1,0
VEH0047,2026-08-04 01:23:51,2026-08-04,1,Tuesday,Madurai,9.921756,78.149962,32.53,271.07,Moving,On,Excellent,1,0
VEH0047,2026-08-04 06:58:40,2026-08-04,6,Tuesday,Coimbatore,10.980636,76.903206,46.75,229.44,Moving,On,Good,1,0
VEH0047,2026-08-04 11:37:40,2026-08-04,11,Tuesday,Vellore,12.838221,79.12008,66.94,85.16,Moving,On,Excellent,1,0
VEH0047,2026-08-06 06:42:24,2026-08-06,6,Thursday,Vellore,12.878778,79.139444,62.9,30.11,Moving,On,Good,1,0
VEH0047,2026-08-06 09:58:49,2026-08-06,9,Thursday,Vellore,12.908812,79.100842,53.68,120.26,Moving,On,Good,1,0
VEH0047,2026-08-06 10:07:45,2026-08-06,10,Thursday,Erode,11.309498,77.715801,28.02,305.49,Moving,On,Fair,1,0
VEH0047,2026-08-07 15:51:10,2026-08-07,15,Friday,Madurai,9.960622,78.096716,61.34,27.02,Moving,On,Fair,1,0
VEH0047,2026-08-07 17:04:49,2026-08-07,17,Friday,Madurai,9.937258,78.126522,12.9,40.11,Slow,On,Good,1,0
VEH0047,2026-08-07 23:48:49,2026-08-07,23,Friday,Salem,11.660311,78.143077,31.1,112.68,Moving,On,Fair,1,0
VEH0047,2026-08-08 10:49:31,2026-08-08,10,Saturday,Salem,11.619287,78.111567,40.1,4.61,Moving,On,Excellent,1,0
VEH0047,2026-08-08 17:35:45,2026-08-08,17,Saturday,Vellore,12.932364,79.12897,27.42,62.09,Moving,On,Excellent,1,0
VEH0047,2026-08-08 18:20:23,2026-08-08,18,Saturday,Salem,11.671185,78.009746,64.84,61.21,Moving,On,Good,1,0
VEH0047,2026-08-09 08:30:48,2026-08-09,8,Sunday,Trichy,10.801707,78.727633,58.83,308.56,Moving,On,Good,1,0
VEH0047,2026-08-09 10:20:10,2026-08-09,10,Sunday,Tirunelveli,8.714781,77.806556,0.0,343.78,Stopped,Off,Good,0,0
VEH0047,2026-08-09 20:34:00,2026-08-09,20,Sunday,Coimbatore,11.016461,76.984064,25.87,1.05,Moving,On,Excellent,1,0
VEH0047,2026-08-10 08:39:25,2026-08-10,8,Monday,Chennai,13.06823,80.244766,13.43,289.21,Slow,On,Good,1,0
VEH0047,2026-08-10 13:54:08,2026-08-10,13,Monday,Chennai,13.134493,80.243713,70.14,304.42,Moving,On,Good,1,0
VEH0047,2026-08-10 15:16:43,2026-08-10,15,Monday,Chennai,13.066709,80.256418,35.94,99.54,Moving,On,Fair,1,0
VEH0047,2026-08-11 14:54:05,2026-08-11,14,Tuesday,Chennai,13.055717,80.229168,78.6,308.05,Moving,On,Excellent,1,0
VEH0047,2026-08-11 21:22:27,2026-08-11,21,Tuesday,Trichy,10.72272,78.733875,33.67,250.25,Moving,On,Excellent,1,0
VEH0047,2026-08-12 00:07:38,2026-08-12,0,Wednesday,Salem,11.678167,78.12888,59.79,129.09,Moving,On,Excellent,1,0
VEH0047,2026-08-12 05:37:58,2026-08-12,5,Wednesday,Erode,11.341273,77.725631,31.12,346.45,Moving,On,Fair,1,0
VEH0047,2026-08-12 07:40:44,2026-08-12,7,Wednesday,Erode,11.393463,77.696419,24.23,20.65,Moving,On,Good,1,0
VEH0047,2026-08-12 16:56:31,2026-08-12,16,Wednesday,Tirunelveli,8.721198,77.698534,53.58,120.06,Moving,On,Good,1,0
VEH0047,2026-08-13 13:26:23,2026-08-13,13,Thursday,Trichy,10.785597,78.689121,19.56,243.97,Moving,On,Good,1,0
VEH0047,2026-08-13 14:06:34,2026-08-13,14,Thursday,Tirunelveli,8.731893,77.779592,55.22,133.63,Moving,On,Fair,1,0
VEH0047,2026-08-14 02:47:42,2026-08-14,2,Friday,Erode,11.322197,77.682813,0.89,204.38,Stopped,On,Excellent,1,0
VEH0047,2026-08-14 04:30:22,2026-08-14,4,Friday,Salem,11.667566,78.156571,45.35,261.22,Moving,On,Excellent,1,0
VEH0047,2026-08-14 15:46:41,2026-08-14,15,Friday,Tirunelveli,8.695163,77.711659,58.6,205.98,Moving,On,Excellent,1,0
VEH0047,2026-08-14 17:33:50,2026-08-14,17,Friday,Salem,11.655778,78.07564,46.85,52.82,Moving,On,Excellent,1,0
VEH0047,2026-08-14 20:56:57,2026-08-14,20,Friday,Chennai,12.991266,80.288857,39.88,352.79,Moving,On,Fair,1,0
VEH0047,2026-08-15 07:21:55,2026-08-15,7,Saturday,Tirunelveli,8.66516,77.725334,63.33,303.04,Moving,On,Excellent,1,0
VEH0047,2026-08-16 08:12:56,2026-08-16,8,Sunday,Chennai,13.093101,80.249866,16.43,229.19,Moving,On,Excellent,1,0
VEH0047,2026-08-16 08:21:52,2026-08-16,8,Sunday,Chennai,13.098529,80.261564,30.35,94.89,Moving,On,Good,1,0
VEH0047,2026-08-16 08:44:11,2026-08-16,8,Sunday,Vellore,12.850218,79.136071,26.41,191.9,Moving,On,Poor,1,1
VEH0047,2026-08-16 18:58:00,2026-08-16,18,Sunday,Salem,11.626017,78.069282,63.74,66.9,Moving,On,Good,1,0
VEH0047,2026-08-17 17:03:51,2026-08-17,17,Monday,Madurai,9.942886,78.116755,38.54,238.51,Moving,On,Good,1,0
VEH0047,2026-08-18 19:46:28,2026-08-18,19,Tuesday,Coimbatore,11.048447,76.982203,56.3,273.76,Moving,On,Good,1,0
VEH0047,2026-08-18 22:20:29,2026-08-18,22,Tuesday,Salem,11.66167,78.17791,28.29,166.68,Moving,On,Good,1,0
VEH0047,2026-08-19 02:34:56,2026-08-19,2,Wednesday,Tirunelveli,8.762272,77.735518,34.04,257.76,Moving,On,Poor,1,1
VEH0047,2026-08-19 14:33:40,2026-08-19,14,Wednesday,Madurai,9.861662,78.114701,38.21,48.84,Moving,On,Fair,1,0
VEH0047,2026-08-20 04:19:31,2026-08-20,4,Thursday,Chennai,13.106764,80.28189,51.2,119.11,Moving,On,Excellent,1,0
VEH0047,2026-08-20 06:13:21,2026-08-20,6,Thursday,Erode,11.334187,77.762334,27.96,337.25,Moving,On,Good,1,0
