date,location,latitude,longitude,temperature_c,humidity_pct,rainfall_mm,weather_condition,is_rainy,heavy_rain_flag,high_humidity_flag,weather_risk
2026-02-05,Trichy,10.79,78.7,32.66,48.79,4.2,Light Rain,1,0,0,Moderate
2026-02-05,Vellore,12.92,79.13,32.81,71.77,0.25,Clear,1,0,0,Moderate
2026-02-06,Chennai,13.08,80.27,30.47,75.22,6.65,Light Rain,1,0,0,Moderate
2026-02-06,Coimbatore,11.02,76.96,31.11,56.0,12.46,Rain,1,0,0,Moderate
2026-02-06,Erode,11.34,77.72,27.09,53.89,5.03,Light Rain,1,0,0,Moderate
2026-02-06,Madurai,9.93,78.12,31.32,87.78,5.28,Light Rain,1,0,1,Moderate
2026-02-06,Salem,11.66,78.15,32.04,88.39,22.05,Rain,1,1,1,High
2026-02-06,Tirunelveli,8.71,77.76,29.11,93.24,10.38,Rain,1,0,1,Moderate
2026-02-06,Trichy,10.79,78.7,30.68,66.46,10.34,Rain,1,0,0,Moderate
2026-02-06,Vellore,12.92,79.13,26.88,67.24,5.31,Light Rain,1,0,0,Moderate
2026-02-07,Chennai,13.08,80.27,25.95,74.1,3.96,Light Rain,1,0,0,Moderate
2026-02-07,Coimbatore,11.02,76.96,24.58,36.76,9.48,Rain,1,0,0,Moderate
2026-02-07,Erode,11.34,77.72,28.36,64.4,3.43,Light Rain,1,0,0,Moderate
2026-02-07,Madurai,9.93,78.12,26.77,77.99,0.86,Clear,1,0,0,Moderate
2026-02-07,Salem,11.66,78.15,27.19,78.95,1.27,Clear,1,0,0,Moderate
2026-02-07,Tirunelveli,8.71,77.76,25.82,51.12,6.09,Light Rain,1,0,0,Moderate
2026-02-07,Trichy,10.79,78.7,23.15,68.39,7.43,Light Rain,1,0,0,Moderate
2026-02-07,Vellore,12.92,79.13,28.5,64.23,1.38,Clear,1,0,0,Moderate
2026-02-08,Chennai,13.08,80.27,26.79,73.91,6.92,Light Rain,1,0,0,Moderate
2026-02-08,Coimbatore,11.02,76.96,28.75,72.73,5.33,Light Rain,1,0,0,Moderate
2026-02-08,Erode,11.34,77.72,33.35,74.97,1.36,Clear,1,0,0,Moderate
2026-02-08,Madurai,9.93,78.12,27.96,65.75,3.73,Light Rain,1,0,0,Moderate
2026-02-08,Salem,11.66,78.15,32.1,55.44,5.26,Light Rain,1,0,0,Moderate
2026-02-08,Tirunelveli,8.71,77.76,32.79,56.34,2.25,Light Rain,1,0,0,Moderate
2026-02-08,Trichy,10.79,78.7,31.95,68.25,8.41,Rain,1,0,0,Moderate
2026-02-08,Vellore,12.92,79.13,23.86,62.42,10.95,Rain,1,0,0,Moderate
2026-02-09,Chennai,13.08,80.27,30.51,57.97,3.81,Light Rain,1,0,0,Moderate
2026-02-09,Coimbatore,11.02,76.96,28.91,63.36,0.53,Clear,1,0,0,Moderate
2026-02-09,Erode,11.34,77.72,25.98,77.92,4.42,Light Rain,1,0,0,Moderate
2026-02-09,Madurai,9.93,78.12,25.71,52.21,6.65,Light Rain,1,0,0,Moderate
2026-02-09,Salem,11.66,78.15,27.94,75.75,2.58,Light Rain,1,0,0,Moderate
2026-02-09,Tirunelveli,8.71,77.76,30.38,69.5,3.74,Light Rain,1,0,0,Moderate
2026-02-09,Trichy,10.79,78.7,25.72,84.23,3.03,Light Rain,1,0,1,Moderate
2026-02-09,Vellore,12.92,79.13,31.4,77.08,4.83,Light Rain,1,0,0,Moderate
2026-02-10,Chennai,13.08,80.27,29.65,65.88,6.65,Light Rain,1,0,0,Moderate
2026-02-10,Coimbatore,11.02,76.96,29.22,89.58,1.58,Cloudy,1,0,1,Moderate
2026-02-10,Erode,11.34,77.72,32.65,66.85,0.69,Clear,1,0,0,Moderate
2026-02-10,Madurai,9.93,78.12,28.82,77.74,0.53,Clear,1,0,0,Moderate
2026-02-10,Salem,11.66,78.15,32.04,59.48,4.73,Light Rain,1,0,0,Moderate
2026-02-10,Tirunelveli,8.71,77.76,26.5,68.49,5.51,Light Rain,1,0,0,Moderate
2026-02-10,Trichy,10.79,78.7,25.3,93.51,5.45,Light Rain,1,0,1,Moderate
2026-02-10,Vellore,12.92,79.13,33.63,57.77,9.81,Rain,1,0,0,Moderate
2026-02-11,Chennai,13.08,80.27,27.29,68.93,5.97,Light Rain,1,0,0,Moderate
2026-02-11,Coimbatore,11.02,76.96,27.37,58.02,3.51,Light Rain,1,0,0,Moderate
2026-02-11,Erode,11.34,77.72,25.18,78.48,15.4,Rain,1,0,0,Moderate
2026-02-11,Madurai,9.93,78.12,27.85,56.43,5.73,Light Rain,1,0,0,Moderate
2026-02-11,Salem,11.66,78.15,29.52,66.49,1.86,Clear,1,0,0,Moderate
2026-02-11,Tirunelveli,8.71,77.76,23.86,66.78,0.19,Clear,1,0,0,Moderate
2026-02-11,Trichy,10.79,78.7,23.93,48.05,4.17,Light Rain,1,0,0,Moderate
2026-02-11,Vellore,12.92,79.13,29.0,77.01,3.18,Light Rain,1,0,0,Moderate
2026-02-12,Chennai,13.08,80.27,26.06,88.12,1.95,Cloudy,1,0,1,Moderate
2026-02-12,Coimbatore,11.02,76.96,27.06,66.8,2.64,Light Rain,1,0,0,Moderate
2026-02-12,Erode,11.34,77.72,24.38,68.65,3.77,Light Rain,1,0,0,Moderate
2026-02-12,Madurai,9.93,78.12,27.84,78.5,12.23,Rain,1,0,0,Moderate
2026-02-12,Salem,11.66,78.15,26.6,53.11,3.18,Light Rain,1,0,0,Moderate
2026-02-12,Tirunelveli,8.71,77.76,31.32,69.11,17.79,Rain,1,0,0,Moderate
2026-02-12,Trichy,10.79,78.7,30.51,68.25,11.27,Rain,1,0,0,Moderate
2026-02-12,Vellore,12.92,79.13,34.83,94.35,4.57,Light Rain,1,0,1,Moderate
2026-02-13,Chennai,13.08,80.27,37.86,76.87,4.22,Light Rain,1,0,0,Moderate
2026-02-13,Coimbatore,11.02,76.96,30.82,68.6,6.28,Light Rain,1,0,0,Moderate
2026-02-13,Erode,11.34,77.72,29.72,58.01,4.45,Light Rain,1,0,0,Moderate
2026-02-13,Madurai,9.93,78.12,31.05,67.55,1.56,Clear,1,0,0,Moderate
2026-02-13,Salem,11.66,78.15,24.81,65.06,0.98,Clear,1,0,0,Moderate
2026-02-13,Tirunelveli,8.71,77.76,33.4,68.94,1.44,Clear,1,0,0,Moderate
2026-02-13,Trichy,10.79,78.7,26.12,69.53,11.69,Rain,1,0,0,Moderate
2026-02-13,Vellore,12.92,79.13,36.1,81.17,1.58,Cloudy,1,0,1,Moderate
2026-02-14,Chennai,13.08,80.27,28.97,71.01,0.09,Clear,1,0,0,Moderate
2026-02-14,Coimbatore,11.02,76.96,31.26,62.55,9.03,Rain,1,0,0,Moderate
2026-02-14,Erode,11.34,77.72,28.94,70.89,5.16,Light Rain,1,0,0,Moderate
2026-02-14,Madurai,9.93,78.12,30.73,78.76,12.45,Rain,1,0,0,Moderate
2026-02-14,Salem,11.66,78.15,24.66,75.62,7.61,Light Rain,1,0,0,Moderate
2026-02-14,Tirunelveli,8.71,77.76,29.58,63.43,0.48,Clear,1,0,0,Moderate
2026-02-14,Trichy,10.79,78.7,26.55,60.33,3.23,Light Rain,1,0,0,Moderate
2026-02-14,Vellore,12.92,79.13,31.19,61.86,1.14,Clear,1,0,0,Moderate
2026-02-15,Chennai,13.08,80.27,27.69,63.11,2.27,Light Rain,1,0,0,Moderate
2026-02-15,Coimbatore,11.02,76.96,28.0,63.37,4.45,Light Rain,1,0,0,Moderate
2026-02-15,Erode,11.34,77.72,32.38,47.38,3.29,Light Rain,1,0,0,Moderate
2026-02-15,Madurai,9.93,78.12,31.65,76.9,18.6,Rain,1,0,0,Moderate
2026-02-15,Salem,11.66,78.15,29.74,65.91,7.8,Light Rain,1,0,0,Moderate
2026-02-15,Tirunelveli,8.71,77.76,30.99,78.34,0.11,Clear,1,0,0,Moderate
2026-02-15,Trichy,10.79,78.7,32.61,54.55,2.26,Light Rain,1,0,0,Moderate
2026-02-15,Vellore,12.92,79.13,22.15,72.22,3.74,Light Rain,1,0,0,Moderate
2026-02-16,Chennai,13.08,80.27,29.71,74.33,6.43,Light Rain,1,0,0,Moderate
2026-02-16,Coimbatore,11.02,76.96,32.9,76.03,4.69,Light Rain,1,0,0,Moderate
2026-02-16,Erode,11.34,77.72,33.52,78.71,9.96,Rain,1,0,0,Moderate
2026-02-16,Madurai,9.93,78.12,31.25,71.2,4.45,Light Rain,1,0,0,Moderate
2026-02-16,Salem,11.66,78.15,23.65,62.8,0.75,Clear,1,0,0,Moderate
2026-02-16,Tirunelveli,8.71,77.76,24.56,59.72,4.46,Light Rain,1,0,0,Moderate
2026-02-16,Trichy,10.79,78.7,31.75,66.23,7.28,Light Rain,1,0,0,Moderate
2026-02-16,Vellore,12.92,79.13,27.82,73.06,1.49,Clear,1,0,0,Moderate
2026-02-17,Chennai,13.08,80.27,28.28,68.21,6.32,Light Rain,1,0,0,Moderate
2026-02-17,Coimbatore,11.02,76.96,31.48,62.42,2.04,Light Rain,1,0,0,Moderate
2026-02-17,Erode,11.34,77.72,28.21,70.43,1.47,Clear,1,0,0,Moderate
2026-02-17,Madurai,9.93,78.12,24.16,87.59,3.16,Light Rain,1,0,1,Moderate
2026-02-17,Salem,11.66,78.15,25.81,72.31,5.47,Light Rain,1,0,0,Moderate
2026-02-17,Tirunelveli,8.71,77.76,29.11,49.2,7.81,Light Rain,1,0,0,Moderate
2026-02-17,Trichy,10.79,78.7,30.85,74.59,3.36,Light Rain,1,0,0,Moderate
2026-02-17,Vellore,12.92,79.13,29.27,77.33,7.93,Light Rain,1,0,0,Moderate
2026-02-18,Chennai,13.08,80.27,24.59,65.07,2.48,Light Rain,1,0,0,Moderate
2026-02-18,Coimbatore,11.02,76.96,33.53,68.34,6.97,Light Rain,1,0,0,Moderate
2026-02-18,Erode,11.34,77.72,32.09,79.61,16.1,Rain,1,0,0,Moderate
2026-02-18,Madurai,9.93,78.12,27.98,71.98,2.78,Light Rain,1,0,0,Moderate
2026-02-18,Salem,11.66,78.15,28.68,58.49,4.58,Light Rain,1,0,0,Moderate
2026-02-18,Tirunelveli,8.71,77.76,25.82,80.7,16.3,Rain,1,0,1,Moderate
2026-02-18,Trichy,10.79,78.7,31.46,93.35,6.02,Light Rain,1,0,1,Moderate
2026-02-18,Vellore,12.92,79.13,31.33,75.11,7.02,Light Rain,1,0,0,Moderate
2026-02-19,Chennai,13.08,80.27,32.84,53.67,3.53,Light Rain,1,0,0,Moderate
2026-02-19,Coimbatore,11.02,76.96,27.26,56.93,9.55,Rain,1,0,0,Moderate
2026-02-19,Erode,11.34,77.72,27.05,50.62,0.28,Clear,1,0,0,Moderate
2026-02-19,Madurai,9.93,78.12,28.52,77.91,0.7,Clear,1,0,0,Moderate
2026-02-19,Salem,11.66,78.15,35.31,76.32,9.8,Rain,1,0,0,Moderate
2026-02-19,Tirunelveli,8.71,77.76,26.8,88.59,4.8,Light Rain,1,0,1,Moderate
2026-02-19,Trichy,10.79,78.7,29.8,68.63,10.43,Rain,1,0,0,Moderate
2026-02-19,Vellore,12.92,79.13,28.14,60.54,9.37,Rain,1,0,0,Moderate
2026-02-20,Chennai,13.08,80.27,24.75,76.9,1.45,Clear,1,0,0,Moderate
2026-02-20,Coimbatore,11.02,76.96,29.42,60.31,5.77,Light Rain,1,0,0,Moderate
2026-02-20,Erode,11.34,77.72,28.25,69.4,7.16,Light Rain,1,0,0,Moderate
2026-02-20,Madurai,9.93,78.12,31.02,75.2,5.13,Light Rain,1,0,0,Moderate
2026-02-20,Salem,11.66,78.15,27.13,86.09,0.85,Cloudy,1,0,1,Moderate
2026-02-20,Tirunelveli,8.71,77.76,34.35,42.12,2.21,Light Rain,1,0,0,Moderate
2026-02-20,Trichy,10.79,78.7,31.74,60.24,15.94,Rain,1,0,0,Moderate
2026-02-20,Vellore,12.92,79.13,23.38,86.52,10.26,Rain,1,0,1,Moderate
2026-02-21,Chennai,13.08,80.27,30.1,78.37,2.24,Light Rain,1,0,0,Moderate
2026-02-21,Coimbatore,11.02,76.96,34.07,66.27,5.08,Light Rain,1,0,0,Moderate
2026-02-21,Erode,11.34,77.72,34.32,69.69,1.4,Clear,1,0,0,Moderate
2026-02-21,Madurai,9.93,78.12,30.59,50.38,1.54,Clear,1,0,0,Moderate
2026-02-21,Salem,11.66,78.15,35.25,64.62,1.42,Clear,1,0,0,Moderate
2026-02-21,Tirunelveli,8.71,77.76,26.91,51.28,3.28,Light Rain,1,0,0,Moderate
2026-02-21,Trichy,10.79,78.7,25.76,75.02,0.69,Clear,1,0,0,Moderate
2026-02-21,Vellore,12.92,79.13,22.97,74.35,8.6,Rain,1,0,0,Moderate
2026-02-22,Chennai,13.08,80.27,27.86,77.72,1.27,Clear,1,0,0,Moderate
2026-02-22,Coimbatore,11.02,76.96,23.69,51.11,6.67,Light Rain,1,0,0,Moderate
2026-02-22,Erode,11.34,77.72,33.86,69.61,5.58,Light Rain,1,0,0,Moderate
2026-02-22,Madurai,9.93,78.12,23.77,59.21,1.62,Clear,1,0,0,Moderate
2026-02-22,Salem,11.66,78.15,26.09,67.0,7.08,Light Rain,1,0,0,Moderate
2026-02-22,Tirunelveli,8.71,77.76,27.67,68.03,2.84,Light Rain,1,0,0,Moderate
2026-02-22,Trichy,10.79,78.7,27.22,78.53,11.23,Rain,1,0,0,Moderate
2026-02-22,Vellore,12.92,79.13,24.19,64.25,4.29,Light Rain,1,0,0,Moderate
2026-02-23,Chennai,13.08,80.27,24.77,76.4,1.22,Clear,1,0,0,Moderate
2026-02-23,Coimbatore,11.02,76.96,27.39,73.31,1.33,Clear,1,0,0,Moderate
2026-02-23,Erode,11.34,77.72,27.79,74.98,6.14,Light Rain,1,0,0,Moderate
2026-02-23,Madurai,9.93,78.12,31.02,63.22,1.85,Clear,1,0,0,Moderate
2026-02-23,Salem,11.66,78.15,28.91,58.02,4.96,Light Rain,1,0,0,Moderate
2026-02-23,Tirunelveli,8.71,77.76,33.79,43.08,2.65,Light Rain,1,0,0,Moderate
2026-02-23,Trichy,10.79,78.7,28.02,70.27,0.96,Clear,1,0,0,Moderate
2026-02-23,Vellore,12.92,79.13,32.75,68.86,10.48,Rain,1,0,0,Moderate
2026-02-24,Chennai,13.08,80.27,23.32,64.59,1.42,Clear,1,0,0,Moderate
2026-02-24,Coimbatore,11.02,76.96,23.9,52.9,7.81,Light Rain,1,0,0,Moderate
2026-02-24,Erode,11.34,77.72,30.93,59.07,8.03,Rain,1,0,0,Moderate
2026-02-24,Madurai,9.93,78.12,23.39,71.65,2.21,Light Rain,1,0,0,Moderate
2026-02-24,Salem,11.66,78.15,32.07,70.92,9.8,Rain,1,0,0,Moderate
2026-02-24,Tirunelveli,8.71,77.76,30.72,73.07,0.54,Clear,1,0,0,Moderate
2026-02-24,Trichy,10.79,78.7,29.05,51.37,6.83,Light Rain,1,0,0,Moderate
2026-02-24,Vellore,12.92,79.13,28.39,65.23,16.18,Rain,1,0,0,Moderate
2026-02-25,Chennai,13.08,80.27,29.07,78.27,7.01,Light Rain,1,0,0,Moderate
2026-02-25,Coimbatore,11.02,76.96,28.29,75.05,7.47,Light Rain,1,0,0,Moderate
2026-02-25,Erode,11.34,77.72,32.27,64.84,11.52,Rain,1,0,0,Moderate
2026-02-25,Madurai,9.93,78.12,35.73,56.55,1.01,Clear,1,0,0,Moderate
2026-02-25,Salem,11.66,78.15,32.7,62.91,9.72,Rain,1,0,0,Moderate
2026-02-25,Tirunelveli,8.71,77.76,31.03,91.55,0.27,Cloudy,1,0,1,Moderate
2026-02-25,Trichy,10.79,78.7,23.22,68.87,0.99,Clear,1,0,0,Moderate
2026-02-25,Vellore,12.92,79.13,33.17,83.23,6.62,Light Rain,1,0,1,Moderate
2026-02-26,Chennai,13.08,80.27,28.2,48.19,5.21,Light Rain,1,0,0,Moderate
2026-02-26,Coimbatore,11.02,76.96,32.04,75.48,2.69,Light Rain,1,0,0,Moderate
2026-02-26,Erode,11.34,77.72,28.27,79.88,3.38,Light Rain,1,0,0,Moderate
2026-02-26,Madurai,9.93,78.12,25.0,57.04,5.48,Light Rain,1,0,0,Moderate
2026-02-26,Salem,11.66,78.15,29.19,72.92,3.2,Light Rain,1,0,0,Moderate
2026-02-26,Tirunelveli,8.71,77.76,27.68,62.97,0.28,Clear,1,0,0,Moderate
2026-02-26,Trichy,10.79,78.7,28.57,75.55,3.51,Light Rain,1,0,0,Moderate
2026-02-26,Vellore,12.92,79.13,26.65,62.29,5.36,Light Rain,1,0,0,Moderate
2026-02-27,Chennai,13.08,80.27,33.81,71.4,8.94,Rain,1,0,0,Moderate
2026-02-27,Coimbatore,11.02,76.96,29.48,64.58,5.42,Light Rain,1,0,0,Moderate
2026-02-27,Erode,11.34,77.72,26.82,78.73,3.34,Light Rain,1,0,0,Moderate
2026-02-27,Madurai,9.93,78.12,22.63,82.1,2.66,Light Rain,1,0,1,Moderate
2026-02-27,Salem,11.66,78.15,25.43,57.95,1.06,Clear,1,0,0,Moderate
2026-02-27,Tirunelveli,8.71,77.76,23.12,83.98,6.5,Light Rain,1,0,1,Moderate
2026-02-27,Trichy,10.79,78.7,23.87,65.81,8.01,Rain,1,0,0,Moderate
2026-02-27,Vellore,12.92,79.13,31.94,63.86,13.11,Rain,1,0,0,Moderate
2026-02-28,Chennai,13.08,80.27,27.87,53.5,5.45,Light Rain,1,0,0,Moderate
2026-02-28,Coimbatore,11.02,76.96,31.1,82.52,10.38,Rain,1,0,1,Moderate
2026-02-28,Erode,11.34,77.72,29.12,86.36,2.36,Light Rain,1,0,1,Moderate
2026-02-28,Madurai,9.93,78.12,31.83,72.94,5.7,Light Rain,1,0,0,Moderate
2026-02-28,Salem,11.66,78.15,28.42,71.68,3.84,Light Rain,1,0,0,Moderate
2026-02-28,Tirunelveli,8.71,77.76,30.57,76.64,1.29,Clear,1,0,0,Moderate
2026-02-28,Trichy,10.79,78.7,31.62,86.04,1.77,Cloudy,1,0,1,Moderate
2026-02-28,Vellore,12.92,79.13,31.45,98.5,7.9,Light Rain,1,0,1,Moderate
2026-03-01,Chennai,13.08,80.27,30.08,70.64,3.76,Light Rain,1,0,0,Moderate
2026-03-01,Coimbatore,11.02,76.96,29.69,66.01,3.35,Light Rain,1,0,0,Moderate
2026-03-01,Erode,11.34,77.72,29.84,74.67,0.84,Clear,1,0,0,Moderate
2026-03-01,Madurai,9.93,78.12,29.41,60.9,3.49,Light Rain,1,0,0,Moderate
2026-03-01,Salem,11.66,78.15,21.03,50.29,14.4,Rain,1,0,0,Moderate
2026-03-01,Tirunelveli,8.71,77.76,33.87,89.26,4.26,Light Rain,1,0,1,Moderate
2026-03-01,Trichy,10.79,78.7,28.02,63.07,0.4,Clear,1,0,0,Moderate
2026-03-01,Vellore,12.92,79.13,29.92,63.33,4.39,Light Rain,1,0,0,Moderate
2026-03-02,Chennai,13.08,80.27,25.86,90.28,5.73,Light Rain,1,0,1,Moderate
2026-03-02,Coimbatore,11.02,76.96,27.87,55.91,2.89,Light Rain,1,0,0,Moderate
2026-03-02,Erode,11.34,77.72,29.04,66.79,5.33,Light Rain,1,0,0,Moderate
2026-03-02,Madurai,9.93,78.12,26.4,77.54,11.15,Rain,1,0,0,Moderate
2026-03-02,Salem,11.66,78.15,27.53,61.55,2.93,Light Rain,1,0,0,Moderate
2026-03-02,Tirunelveli,8.71,77.76,28.71,82.15,1.38,Cloudy,1,0,1,Moderate
2026-03-02,Trichy,10.79,78.7,24.84,76.98,9.18,Rain,1,0,0,Moderate
2026-03-02,Vellore,12.92,79.13,30.61,97.6,0.83,Cloudy,1,0,1,Moderate
2026-03-03,Chennai,13.08,80.27,25.71,64.11,12.46,Rain,1,0,0,Moderate
2026-03-03,Coimbatore,11.02,76.96,28.6,46.04,8.95,Rain,1,0,0,Moderate
2026-03-03,Erode,11.34,77.72,25.78,69.6,0.24,Clear,1,0,0,Moderate
2026-03-03,Madurai,9.93,78.12,29.25,38.37,8.7,Rain,1,0,0,Moderate
2026-03-03,Salem,11.66,78.15,31.72,68.51,2.11,Light Rain,1,0,0,Moderate
2026-03-03,Tirunelveli,8.71,77.76,30.29,69.55,9.18,Rain,1,0,0,Moderate
2026-03-03,Trichy,10.79,78.7,30.21,63.06,2.47,Light Rain,1,0,0,Moderate
2026-03-03,Vellore,12.92,79.13,32.37,59.24,0.35,Clear,1,0,0,Moderate
2026-03-04,Chennai,13.08,80.27,28.14,92.71,5.3,Light Rain,1,0,1,Moderate
2026-03-04,Coimbatore,11.02,76.96,24.62,63.93,2.0,Light Rain,1,0,0,Moderate
2026-03-04,Erode,11.34,77.72,26.82,71.82,0.23,Clear,1,0,0,Moderate
2026-03-04,Madurai,9.93,78.12,31.36,72.87,7.57,Light Rain,1,0,0,Moderate
2026-03-04,Salem,11.66,78.15,34.88,79.4,16.92,Rain,1,0,0,Moderate
2026-03-04,Tirunelveli,8.71,77.76,29.94,52.31,10.82,Rain,1,0,0,Moderate
2026-03-04,Trichy,10.79,78.7,27.81,58.87,2.71,Light Rain,1,0,0,Moderate
2026-03-04,Vellore,12.92,79.13,29.72,64.16,4.98,Light Rain,1,0,0,Moderate
2026-03-05,Chennai,13.08,80.27,24.16,53.24,5.03,Light Rain,1,0,0,Moderate
2026-03-05,Coimbatore,11.02,76.96,28.75,76.21,5.38,Light Rain,1,0,0,Moderate
2026-03-05,Erode,11.34,77.72,30.3,71.97,4.31,Light Rain,1,0,0,Moderate
2026-03-05,Madurai,9.93,78.12,30.21,67.27,1.45,Clear,1,0,0,Moderate
2026-03-05,Salem,11.66,78.15,32.42,54.38,4.21,Light Rain,1,0,0,Moderate
2026-03-05,Tirunelveli,8.71,77.76,31.36,44.83,4.99,Light Rain,1,0,0,Moderate
2026-03-05,Trichy,10.79,78.7,29.99,75.87,0.42,Clear,1,0,0,Moderate
2026-03-05,Vellore,12.92,79.13,36.31,60.36,5.2,Light Rain,1,0,0,Moderate
2026-03-06,Chennai,13.08,80.27,30.49,46.47,5.86,Light Rain,1,0,0,Moderate
2026-03-06,Coimbatore,11.02,76.96,28.76,72.73,4.11,Light Rain,1,0,0,Moderate
2026-03-06,Erode,11.34,77.72,26.7,80.99,3.83,Light Rain,1,0,1,Moderate
2026-03-06,Madurai,9.93,78.12,28.72,77.06,3.25,Light Rain,1,0,0,Moderate
2026-03-06,Salem,11.66,78.15,25.76,58.86,3.08,Light Rain,1,0,0,Moderate
2026-03-06,Tirunelveli,8.71,77.76,30.78,72.37,12.37,Rain,1,0,0,Moderate
2026-03-06,Trichy,10.79,78.7,26.9,56.35,10.49,Rain,1,0,0,Moderate
2026-03-06,Vellore,12.92,79.13,31.37,70.36,1.96,Clear,1,0,0,Moderate
2026-03-07,Chennai,13.08,80.27,33.08,83.34,13.2,Rain,1,0,1,Moderate
2026-03-07,Coimbatore,11.02,76.96,24.7,74.72,3.19,Light Rain,1,0,0,Moderate
2026-03-07,Erode,11.34,77.72,24.07,62.67,4.81,Light Rain,1,0,0,Moderate
2026-03-07,Madurai,9.93,78.12,26.5,70.74,14.5,Rain,1,0,0,Moderate
2026-03-07,Salem,11.66,78.15,31.09,90.61,8.81,Rain,1,0,1,Moderate
2026-03-07,Tirunelveli,8.71,77.76,28.26,76.97,4.61,Light Rain,1,0,0,Moderate
2026-03-07,Trichy,10.79,78.7,25.03,65.52,4.57,Light Rain,1,0,0,Moderate
2026-03-07,Vellore,12.92,79.13,33.4,59.64,5.36,Light Rain,1,0,0,Moderate
2026-03-08,Chennai,13.08,80.27,24.0,52.47,0.78,Clear,1,0,0,Moderate
2026-03-08,Coimbatore,11.02,76.96,26.55,51.72,1.29,Clear,1,0,0,Moderate
2026-03-08,Erode,11.34,77.72,24.08,80.58,2.23,Light Rain,1,0,1,Moderate
2026-03-08,Madurai,9.93,78.12,28.91,62.53,9.65,Rain,1,0,0,Moderate
2026-03-08,Salem,11.66,78.15,34.52,60.82,4.94,Light Rain,1,0,0,Moderate
2026-03-08,Tirunelveli,8.71,77.76,31.6,50.04,12.99,Rain,1,0,0,Moderate
2026-03-08,Trichy,10.79,78.7,26.46,51.77,11.79,Rain,1,0,0,Moderate
2026-03-08,Vellore,12.92,79.13,29.05,51.15,6.43,Light Rain,1,0,0,Moderate
2026-03-09,Chennai,13.08,80.27,27.38,54.94,6.36,Light Rain,1,0,0,Moderate
2026-03-09,Coimbatore,11.02,76.96,34.14,63.06,1.84,Clear,1,0,0,Moderate
2026-03-09,Erode,11.34,77.72,33.02,58.86,10.08,Rain,1,0,0,Moderate
2026-03-09,Madurai,9.93,78.12,28.15,59.81,2.23,Light Rain,1,0,0,Moderate
2026-03-09,Salem,11.66,78.15,30.2,52.29,2.69,Light Rain,1,0,0,Moderate
2026-03-09,Tirunelveli,8.71,77.76,34.39,78.09,8.66,Rain,1,0,0,Moderate
2026-03-09,Trichy,10.79,78.7,26.79,66.69,12.73,Rain,1,0,0,Moderate
2026-03-09,Vellore,12.92,79.13,29.52,43.03,11.59,Rain,1,0,0,Moderate
2026-03-10,Chennai,13.08,80.27,25.6,82.76,5.58,Light Rain,1,0,1,Moderate
2026-03-10,Coimbatore,11.02,76.96,24.82,78.38,0.46,Clear,1,0,0,Moderate
2026-03-10,Erode,11.34,77.72,26.01,63.21,3.05,Light Rain,1,0,0,Moderate
2026-03-10,Madurai,9.93,78.12,25.34,72.97,10.03,Rain,1,0,0,Moderate
2026-03-10,Salem,11.66,78.15,26.41,60.74,2.6,Light Rain,1,0,0,Moderate
2026-03-10,Tirunelveli,8.71,77.76,32.52,70.03,2.9,Light Rain,1,0,0,Moderate
2026-03-10,Trichy,10.79,78.7,28.72,67.21,11.03,Rain,1,0,0,Moderate
2026-03-10,Vellore,12.92,79.13,28.36,66.66,5.23,Light Rain,1,0,0,Moderate
2026-03-11,Chennai,13.08,80.27,28.18,66.57,4.9,Light Rain,1,0,0,Moderate
2026-03-11,Coimbatore,11.02,76.96,29.73,58.48,7.28,Light Rain,1,0,0,Moderate
2026-03-11,Erode,11.34,77.72,23.32,62.65,1.04,Clear,1,0,0,Moderate
2026-03-11,Madurai,9.93,78.12,31.01,67.28,5.7,Light Rain,1,0,0,Moderate
2026-03-11,Salem,11.66,78.15,29.62,50.08,4.97,Light Rain,1,0,0,Moderate
2026-03-11,Tirunelveli,8.71,77.76,28.44,56.88,6.35,Light Rain,1,0,0,Moderate
2026-03-11,Trichy,10.79,78.7,29.29,64.7,3.08,Light Rain,1,0,0,Moderate
2026-03-11,Vellore,12.92,79.13,26.11,52.42,8.76,Rain,1,0,0,Moderate
2026-03-12,Chennai,13.08,80.27,28.77,80.13,2.45,Light Rain,1,0,1,Moderate
2026-03-12,Coimbatore,11.02,76.96,30.28,51.82,0.78,Clear,1,0,0,Moderate
2026-03-12,Erode,11.34,77.72,26.04,78.94,1.94,Clear,1,0,0,Moderate
2026-03-12,Madurai,9.93,78.12,31.03,69.9,3.71,Light Rain,1,0,0,Moderate
2026-03-12,Salem,11.66,78.15,27.19,88.56,0.43,Cloudy,1,0,1,Moderate
2026-03-12,Tirunelveli,8.71,77.76,28.82,68.88,4.33,Light Rain,1,0,0,Moderate
2026-03-12,Trichy,10.79,78.7,34.17,55.94,9.78,Rain,1,0,0,Moderate
2026-03-12,Vellore,12.92,79.13,31.91,65.57,0.46,Clear,1,0,0,Moderate
2026-03-13,Chennai,13.08,80.27,21.71,65.8,6.64,Light Rain,1,0,0,Moderate
2026-03-13,Coimbatore,11.02,76.96,28.43,72.07,7.29,Light Rain,1,0,0,Moderate
2026-03-13,Erode,11.34,77.72,33.66,81.48,3.12,Light Rain,1,0,1,Moderate
2026-03-13,Madurai,9.93,78.12,34.97,84.31,0.72,Cloudy,1,0,1,Moderate
2026-03-13,Salem,11.66,78.15,27.06,57.23,7.39,Light Rain,1,0,0,Moderate
