order_id,customer_id,warehouse_id,driver_id,vehicle_id,order_date,region,order_status,delivery_status,order_value,delivery_distance_km,promised_delivery_time_min,actual_delivery_time_min,delivery_delay_min,is_delayed,delivery_per_km_value
ORD000431,CUST0340,WH005,DRV0132,VEH0029,2026-01-27,Chennai,Dispatched,In Transit,478.48,3.11,41.77,46.96,5.19,1,153.85
ORD000432,CUST0151,WH005,DRV0081,VEH0043,2026-08-06,Chennai,Dispatched,Delivered,100.0,4.6,56.21,56.79,0.58,1,21.74
ORD000433,CUST0045,WH004,DRV0161,VEH0088,2026-03-12,Salem,Cancelled,Cancelled,269.41,14.32,,,,0,18.81
ORD000434,CUST0987,WH002,DRV0151,VEH0088,2026-03-12,Trichy,Dispatched,Delivered,148.22,11.4,58.47,65.2,6.73,1,13.0
ORD000435,CUST0207,WH007,DRV0181,VEH0111,2026-07-18,Vellore,Dispatched,Delivered,129.6,7.7,74.46,66.83,0.0,0,16.83
ORD000436,CUST0422,WH007,DRV0013,VEH0113,2026-01-05,Erode,Confirmed,Delivered,200.44,14.82,102.97,100.88,0.0,0,13.52
ORD000437,CUST0139,WH008,DRV0071,VEH0165,2026-02-04,Coimbatore,Confirmed,Delivered,118.43,8.62,45.64,42.47,0.0,0,13.74
ORD000438,CUST0392,WH008,DRV0058,VEH0069,2026-06-03,Coimbatore,Dispatched,Delivered,171.62,18.8,112.96,130.81,17.85,1,9.13
ORD000439,CUST0846,WH008,DRV0191,VEH0119,2026-08-04,Trichy,Processing,Delayed,189.83,7.49,46.81,53.3,6.49,1,25.34
ORD000440,CUST0384,WH009,DRV0065,VEH0011,2026-02-27,Tirunelveli,Processing,Delivered,385.44,6.09,59.9,57.8,0.0,0,63.29
ORD000441,CUST0781,WH006,DRV0104,VEH0168,2026-01-31,Vellore,Confirmed,Delivered,443.8,42.71,298.89,271.36,0.0,0,10.39
ORD000442,CUST0726,WH004,DRV0042,VEH0107,2026-01-05,Vellore,Dispatched,Delivered,122.85,16.56,133.65,120.17,0.0,0,7.42
ORD000443,CUST0674,WH002,DRV0095,VEH0063,2026-04-29,Trichy,Dispatched,Delivered,152.1,6.64,43.21,40.9,0.0,0,22.91
ORD000444,CUST0449,WH005,DRV0100,VEH0022,2026-02-17,Coimbatore,Dispatched,Delivered,305.74,8.66,55.35,60.81,5.46,1,35.3
ORD000445,CUST0869,WH006,DRV0089,VEH0143,2026-03-22,Vellore,Confirmed,Delivered,161.16,7.51,46.42,51.09,4.67,1,21.46
ORD000446,CUST0992,WH007,DRV0109,VEH0137,2026-02-12,Vellore,Dispatched,Delivered,288.39,3.59,32.18,28.88,0.0,0,80.33
ORD000447,CUST0203,WH006,DRV0114,VEH0070,2026-03-11,Coimbatore,Processing,Delivered,325.85,9.01,68.05,76.98,8.93,1,36.17
ORD000448,CUST0010,WH004,DRV0040,VEH0192,2026-02-15,Salem,Processing,Delivered,351.59,12.14,46.66,44.19,0.0,0,28.96
ORD000449,CUST0350,WH004,DRV0094,VEH0090,2026-07-17,Coimbatore,Dispatched,Delivered,191.92,24.29,120.99,119.79,0.0,0,7.9
ORD000450,CUST0076,WH007,DRV0102,VEH0134,2026-01-22,Erode,Processing,Delayed,100.0,10.36,78.21,80.1,1.89,1,9.65
ORD000451,CUST0746,WH001,DRV0021,VEH0096,2026-04-29,Chennai,Dispatched,Delivered,162.53,8.16,76.21,77.6,1.39,1,19.92
ORD000452,CUST0745,WH003,DRV0083,VEH0043,2026-08-06,Erode,Dispatched,Delivered,130.36,26.11,189.78,167.42,0.0,0,4.99
ORD000453,CUST0738,WH010,DRV0161,VEH0148,2026-08-07,Vellore,Processing,Delivered,300.41,22.82,130.19,117.45,0.0,0,13.16
ORD000454,CUST0887,WH002,DRV0111,VEH0125,2026-01-24,Chennai,Dispatched,Delivered,488.61,12.1,101.11,91.13,0.0,0,40.38
ORD000455,CUST0217,WH002,DRV0198,VEH0099,2026-06-03,Erode,Dispatched,Delivered,497.63,11.38,50.86,52.33,1.47,1,43.73
ORD000456,CUST0292,WH007,DRV0042,VEH0171,2026-07-10,Trichy,Dispatched,Delivered,322.34,14.01,68.82,78.02,9.2,1,23.01
ORD000457,CUST0004,WH005,DRV0037,VEH0190,2026-07-28,Trichy,Processing,Delivered,100.0,7.43,66.5,57.86,0.0,0,13.46
ORD000458,CUST0378,WH003,DRV0200,VEH0067,2026-05-20,Chennai,Dispatched,Delivered,451.26,11.09,69.1,77.33,8.23,1,40.69
ORD000459,CUST0661,WH009,DRV0129,VEH0082,2026-08-10,Trichy,Processing,Delivered,239.19,7.24,43.11,42.91,0.0,0,33.04
ORD000460,CUST0893,WH009,DRV0077,VEH0180,2026-06-19,Chennai,Dispatched,In Transit,106.05,23.28,158.68,170.74,12.06,1,4.56
ORD000461,CUST0701,WH003,DRV0154,VEH0100,2026-07-19,Salem,Cancelled,Cancelled,317.43,6.29,,,,0,50.47
ORD000462,CUST0606,WH002,DRV0113,VEH0154,2026-03-03,Trichy,Dispatched,Delivered,157.01,12.68,77.65,82.48,4.83,1,12.38
ORD000463,CUST0038,WH003,DRV0039,VEH0159,2026-01-25,Madurai,Processing,Delivered,100.0,13.06,102.85,91.91,0.0,0,7.66
ORD000464,CUST0588,WH009,DRV0047,VEH0183,2026-04-06,Tirunelveli,Processing,In Transit,100.0,24.43,140.01,122.76,0.0,0,4.09
ORD000465,CUST0295,WH008,DRV0056,VEH0068,2026-05-12,Coimbatore,Dispatched,Delayed,173.74,8.09,63.34,65.1,1.76,1,21.48
ORD000466,CUST0089,WH003,DRV0110,VEH0057,2026-06-27,Chennai,Dispatched,Delivered,169.34,7.04,43.39,49.81,6.42,1,24.05
ORD000467,CUST0822,WH004,DRV0186,VEH0152,2026-03-11,Erode,Dispatched,Delivered,100.0,16.01,121.1,115.44,0.0,0,6.25
ORD000468,CUST0830,WH005,DRV0156,VEH0193,2026-05-27,Tirunelveli,Dispatched,Delivered,295.36,14.76,126.01,130.85,4.84,1,20.01
ORD000469,CUST0275,WH004,DRV0185,VEH0154,2026-08-01,Coimbatore,Processing,Delivered,254.13,32.59,194.77,169.99,0.0,0,7.8
ORD000470,CUST0514,WH002,DRV0071,VEH0049,2026-04-25,Erode,Dispatched,Delivered,100.0,12.23,56.13,64.02,7.89,1,8.18
ORD000471,CUST0150,WH009,DRV0110,VEH0038,2026-05-20,Coimbatore,Dispatched,Delivered,1003.96,22.99,145.67,164.46,18.79,1,43.67
ORD000472,CUST0606,WH002,DRV0200,VEH0036,2026-06-18,Trichy,Confirmed,Delivered,100.0,21.49,138.21,130.41,0.0,0,4.65
ORD000473,CUST0313,WH005,DRV0173,VEH0122,2026-02-21,Coimbatore,Dispatched,Delivered,134.62,7.02,56.79,52.7,0.0,0,19.18
ORD000474,CUST0100,WH009,DRV0065,VEH0182,2026-08-05,Madurai,Dispatched,In Transit,231.37,3.95,64.59,65.15,0.56,1,58.57
ORD000475,CUST0259,WH008,DRV0004,VEH0137,2026-05-10,Trichy,Dispatched,Delivered,134.9,9.11,49.68,53.24,3.56,1,14.81
ORD000476,CUST0279,WH001,DRV0189,VEH0170,2026-08-01,Tirunelveli,Dispatched,Delivered,466.51,18.37,116.76,123.83,7.07,1,25.4
ORD000477,CUST0004,WH003,DRV0061,VEH0096,2026-03-31,Chennai,Dispatched,Delivered,161.75,24.68,125.24,131.64,6.4,1,6.55
ORD000478,CUST0412,WH010,DRV0171,VEH0104,2026-07-30,Erode,Confirmed,Delivered,100.0,1.25,14.64,15.95,1.31,1,80.0
ORD000479,CUST0590,WH009,DRV0105,VEH0082,2026-05-08,Coimbatore,Cancelled,Cancelled,270.27,6.26,,,,0,43.17
ORD000480,CUST0710,WH003,DRV0147,VEH0024,2026-07-09,Vellore,Dispatched,Delivered,100.0,14.01,59.43,68.35,8.92,1,7.14
ORD000481,CUST0326,WH004,DRV0086,VEH0168,2026-08-10,Coimbatore,Processing,Delivered,256.46,16.43,83.79,86.19,2.4,1,15.61
ORD000482,CUST0937,WH003,DRV0100,VEH0082,2026-05-04,Salem,Confirmed,Delivered,419.24,5.65,47.23,43.96,0.0,0,74.2
ORD000483,CUST0677,WH007,DRV0129,VEH0103,2026-04-05,Erode,Processing,Delivered,100.0,7.22,44.06,51.77,7.71,1,13.85
ORD000484,CUST0519,WH009,DRV0147,VEH0008,2026-04-14,Vellore,Dispatched,Delayed,139.41,3.41,51.88,46.6,0.0,1,40.88
ORD000485,CUST0973,WH004,DRV0051,VEH0182,2026-07-13,Tirunelveli,Processing,Delivered,100.0,27.98,135.34,127.45,0.0,0,3.57
ORD000486,CUST0001,WH009,DRV0064,VEH0115,2026-03-10,Chennai,Dispatched,Delivered,182.83,12.74,82.5,94.61,12.11,1,14.35
ORD000487,CUST0600,WH002,DRV0063,VEH0011,2026-08-14,Salem,Dispatched,Delivered,779.22,7.16,54.5,48.73,0.0,0,108.83
ORD000488,CUST0418,WH002,DRV0029,VEH0107,2026-03-15,Chennai,Processing,Delivered,210.4,22.08,140.52,141.06,0.54,1,9.53
ORD000489,CUST0180,WH009,DRV0147,VEH0095,2026-07-05,Coimbatore,Dispatched,In Transit,157.26,12.73,118.53,113.35,0.0,0,12.35
ORD000490,CUST0010,WH007,DRV0043,VEH0122,2026-03-28,Vellore,Dispatched,In Transit,100.0,24.41,148.17,132.93,0.0,0,4.1
ORD000491,CUST0375,WH005,DRV0070,VEH0184,2026-04-29,Coimbatore,Dispatched,Delivered,100.0,26.5,122.66,110.07,0.0,0,3.77
ORD000492,CUST0956,WH005,DRV0039,VEH0157,2026-05-16,Madurai,Dispatched,Delivered,166.26,5.67,46.22,47.52,1.3,1,29.32
ORD000493,CUST0646,WH009,DRV0023,VEH0042,2026-06-05,Trichy,Confirmed,In Transit,192.59,22.88,156.87,170.27,13.4,1,8.42
ORD000494,CUST0452,WH004,DRV0001,VEH0006,2026-04-14,Madurai,Dispatched,Delayed,226.56,22.37,93.67,101.02,7.35,1,10.13
ORD000495,CUST0968,WH001,DRV0061,VEH0003,2026-03-09,Chennai,Processing,Delivered,298.65,14.85,114.62,106.15,0.0,0,20.11
ORD000496,CUST0110,WH006,DRV0025,VEH0074,2026-04-28,Chennai,Dispatched,Delivered,100.62,15.58,137.76,122.04,0.0,0,6.46
ORD000497,CUST0125,WH003,DRV0132,VEH0098,2026-02-12,Chennai,Dispatched,Delivered,186.06,12.18,73.27,84.06,10.79,1,15.28
ORD000498,CUST0432,WH002,DRV0109,VEH0065,2026-02-26,Tirunelveli,Dispatched,In Transit,131.29,4.96,44.26,51.8,7.54,1,26.47
ORD000499,CUST0719,WH004,DRV0108,VEH0140,2026-07-12,Erode,Processing,Delivered,100.0,4.69,49.01,44.68,0.0,0,21.32
ORD000500,CUST0301,WH009,DRV0001,VEH0036,2026-05-09,Vellore,Processing,Delivered,102.85,28.67,169.86,175.84,5.98,1,3.59
ORD000501,CUST0652,WH008,DRV0040,VEH0184,2026-04-29,Chennai,Processing,Delivered,257.64,12.72,90.2,96.68,6.48,1,20.25
ORD000502,CUST0103,WH007,DRV0021,VEH0180,2026-01-14,Trichy,Dispatched,Delivered,100.0,9.51,35.0,38.61,3.61,1,10.52
ORD000503,CUST0623,WH002,DRV0171,VEH0120,2026-07-11,Erode,Processing,Delivered,100.0,16.17,79.32,83.15,3.83,1,6.18
ORD000504,CUST0070,WH001,DRV0138,VEH0125,2026-02-07,Coimbatore,Dispatched,Delivered,1420.37,6.98,65.91,57.74,0.0,0,203.49
ORD000505,CUST0885,WH007,DRV0066,VEH0160,2026-05-28,Madurai,Confirmed,Delivered,117.69,8.42,85.54,74.83,0.0,0,13.98
ORD000506,CUST0917,WH010,DRV0017,VEH0184,2026-02-05,Erode,Dispatched,Delivered,470.95,11.43,71.08,74.86,3.78,1,41.2
ORD000507,CUST0110,WH005,DRV0124,VEH0139,2026-03-12,Vellore,Confirmed,Delivered,173.81,7.73,73.89,64.87,0.0,0,22.49
ORD000508,CUST0224,WH008,DRV0141,VEH0129,2026-03-22,Coimbatore,Dispatched,Delivered,125.84,15.21,86.21,91.72,5.51,1,8.27
ORD000509,CUST0224,WH005,DRV0091,VEH0112,2026-06-06,Vellore,Dispatched,Delivered,277.88,10.32,94.25,85.19,0.0,0,26.93
ORD000510,CUST0731,WH010,DRV0113,VEH0134,2026-04-12,Tirunelveli,Dispatched,In Transit,191.02,15.14,94.54,103.48,8.94,1,12.62
ORD000511,CUST0751,WH005,DRV0126,VEH0079,2026-03-07,Salem,Dispatched,Delivered,161.35,16.03,89.54,81.55,0.0,0,10.07
ORD000512,CUST0631,WH008,DRV0010,VEH0152,2026-06-16,Madurai,Processing,Delivered,176.16,21.75,108.86,113.86,5.0,1,8.1
ORD000513,CUST0843,WH009,DRV0180,VEH0072,2026-07-30,Tirunelveli,Dispatched,Delivered,234.19,9.12,65.17,71.72,6.55,1,25.68
ORD000514,CUST0214,WH002,DRV0138,VEH0081,2026-04-25,Erode,Processing,Delivered,115.89,5.58,68.3,60.42,0.0,0,20.77
ORD000515,CUST0548,WH008,DRV0047,VEH0152,2026-05-26,Chennai,Processing,Delivered,132.53,24.41,124.21,135.86,11.65,1,5.43
ORD000516,CUST0343,WH007,DRV0009,VEH0077,2026-08-27,Erode,Dispatched,Delivered,100.0,3.22,25.44,22.17,0.0,0,31.06
ORD000517,CUST0357,WH008,DRV0046,VEH0009,2026-08-13,Chennai,Dispatched,Delivered,100.0,44.3,156.38,177.19,20.81,1,2.26
ORD000518,CUST0791,WH003,DRV0117,VEH0187,2026-08-19,Salem,Dispatched,Delivered,603.38,7.44,54.89,64.35,9.46,1,81.1
ORD000519,CUST0439,WH004,DRV0103,VEH0070,2026-08-09,Madurai,Processing,Delivered,100.58,10.39,75.99,68.38,0.0,0,9.68
ORD000520,CUST0256,WH007,DRV0124,VEH0023,2026-06-13,Trichy,Processing,Delivered,346.92,5.0,44.33,43.21,0.0,0,69.38
ORD000521,CUST0667,WH005,DRV0068,VEH0086,2026-02-14,Trichy,Confirmed,Delivered,143.84,12.05,78.55,80.44,1.89,1,11.94
ORD000522,CUST0482,WH007,DRV0109,VEH0017,2026-07-02,Chennai,Confirmed,Delivered,257.57,7.7,54.41,62.21,7.8,1,33.45
ORD000523,CUST0404,WH006,DRV0182,VEH0098,2026-04-12,Chennai,Processing,Delivered,181.05,5.11,46.36,45.34,0.0,0,35.43
ORD000524,CUST0783,WH004,DRV0068,VEH0123,2026-06-21,Chennai,Confirmed,Delivered,100.0,4.33,34.24,35.37,1.13,1,23.09
ORD000525,CUST0042,WH002,DRV0132,VEH0025,2026-08-27,Tirunelveli,Confirmed,Delayed,184.72,6.61,55.6,55.87,0.27,1,27.95
ORD000526,CUST0388,WH006,DRV0105,VEH0112,2026-05-21,Vellore,Dispatched,Delayed,268.73,17.1,139.53,134.28,0.0,1,15.72
ORD000527,CUST0029,WH006,DRV0129,VEH0038,2026-06-15,Salem,Confirmed,Delivered,100.0,15.29,58.68,56.32,0.0,0,6.54
ORD000528,CUST0695,WH006,DRV0059,VEH0003,2026-04-17,Vellore,Dispatched,Delivered,819.84,5.8,61.8,54.3,0.0,0,141.35
ORD000529,CUST1000,WH001,DRV0153,VEH0195,2026-02-01,Salem,Processing,Delivered,307.33,8.86,87.25,83.37,0.0,0,34.69
ORD000530,CUST0203,WH006,DRV0137,VEH0014,2026-03-28,Coimbatore,Dispatched,Delivered,309.09,19.66,91.39,96.02,4.63,1,15.72
ORD000531,CUST0561,WH002,DRV0025,VEH0010,2026-04-26,Salem,Dispatched,Delivered,331.18,9.08,94.69,99.79,5.1,1,36.47
ORD000532,CUST0327,WH010,DRV0082,VEH0066,2026-05-01,Madurai,Processing,In Transit,100.0,24.8,151.45,152.49,1.04,1,4.03
ORD000533,CUST0843,WH005,DRV0199,VEH0199,2026-06-24,Salem,Dispatched,Delivered,286.62,37.86,131.57,141.81,10.24,1,7.57
ORD000534,CUST0054,WH007,DRV0154,VEH0142,2026-02-02,Madurai,Processing,In Transit,795.88,6.66,37.14,38.57,1.43,1,119.5
ORD000535,CUST0490,WH010,DRV0056,VEH0126,2026-03-09,Trichy,Dispatched,Delivered,296.97,7.24,47.53,43.11,0.0,0,41.02
ORD000536,CUST0417,WH001,DRV0049,VEH0010,2026-05-08,Vellore,Confirmed,Delivered,152.81,27.08,135.37,122.18,0.0,0,5.64
ORD000537,CUST0734,WH005,DRV0065,VEH0099,2026-01-18,Coimbatore,Dispatched,Delivered,100.0,8.98,47.43,45.68,0.0,0,11.14
ORD000538,CUST0864,WH009,DRV0189,VEH0049,2026-01-05,Salem,Processing,Delivered,100.0,20.5,124.15,121.14,0.0,0,4.88
ORD000539,CUST0360,WH003,DRV0009,VEH0190,2026-01-26,Trichy,Processing,Delivered,100.0,12.68,64.84,66.29,1.45,1,7.89
ORD000540,CUST0549,WH002,DRV0138,VEH0176,2026-06-15,Madurai,Dispatched,Delivered,139.73,9.77,56.88,54.65,0.0,0,14.3
ORD000541,CUST0205,WH010,DRV0112,VEH0131,2026-05-17,Erode,Processing,Delivered,100.0,16.55,137.02,125.5,0.0,0,6.04
ORD000542,CUST0903,WH002,DRV0139,VEH0047,2026-02-04,Coimbatore,Cancelled,Cancelled,164.22,27.3,,,,0,6.02
ORD000543,CUST0280,WH003,DRV0096,VEH0060,2026-08-28,Erode,Dispatched,Delivered,206.97,22.52,128.88,149.75,20.87,1,9.19
ORD000544,CUST0055,WH001,DRV0085,VEH0025,2026-03-05,Trichy,Cancelled,Cancelled,100.0,10.79,,,,0,9.27
ORD000545,CUST0907,WH002,DRV0036,VEH0135,2026-05-12,Madurai,Cancelled,Cancelled,110.24,12.91,,,,0,8.54
ORD000546,CUST0223,WH006,DRV0184,VEH0077,2026-01-18,Coimbatore,Dispatched,In Transit,124.41,20.6,85.49,97.18,11.69,1,6.04
ORD000547,CUST0108,WH008,DRV0160,VEH0121,2026-01-31,Chennai,Dispatched,Delivered,122.15,13.41,98.31,109.83,11.52,1,9.11
ORD000548,CUST0718,WH004,DRV0083,VEH0167,2026-05-20,Salem,Processing,Delivered,183.4,29.75,197.22,181.54,0.0,0,6.16
ORD000549,CUST0684,WH002,DRV0200,VEH0043,2026-04-28,Chennai,Confirmed,In Transit,196.59,2.15,14.34,14.09,0.0,0,91.44
ORD000550,CUST0602,WH005,DRV0163,VEH0046,2026-01-29,Chennai,Processing,Delivered,137.58,6.91,75.5,68.86,0.0,0,19.91
ORD000551,CUST0509,WH003,DRV0132,VEH0043,2026-05-25,Chennai,Dispatched,Delivered,117.09,15.71,61.22,67.61,6.39,1,7.45
ORD000552,CUST0961,WH005,DRV0062,VEH0029,2026-04-15,Trichy,Processing,Delivered,178.86,8.25,49.79,57.95,8.16,1,21.68
ORD000553,CUST0006,WH003,DRV0063,VEH0083,2026-05-04,Chennai,Dispatched,Delivered,462.89,27.85,133.13,148.15,15.02,1,16.62
ORD000554,CUST0507,WH004,DRV0136,VEH0103,2026-04-27,Erode,Confirmed,Delivered,100.0,7.23,54.42,55.21,0.79,1,13.83
ORD000555,CUST0799,WH005,DRV0119,VEH0086,2026-02-16,Vellore,Processing,Delivered,378.27,12.05,111.67,110.9,0.0,0,31.39
ORD000556,CUST0171,WH007,DRV0076,VEH0194,2026-06-19,Vellore,Dispatched,Delivered,100.0,6.58,64.11,57.9,0.0,0,15.2
ORD000557,CUST0875,WH002,DRV0069,VEH0099,2026-03-07,Tirunelveli,Dispatched,In Transit,229.34,10.55,83.84,78.73,0.0,0,21.74
ORD000558,CUST0268,WH006,DRV0189,VEH0197,2026-07-31,Chennai,Dispatched,Delivered,358.61,3.1,21.08,18.38,0.0,0,115.68
ORD000559,CUST0193,WH006,DRV0094,VEH0155,2026-08-01,Trichy,Dispatched,Delayed,100.0,4.18,22.65,25.93,3.28,1,23.92
ORD000560,CUST0756,WH006,DRV0063,VEH0082,2026-03-31,Salem,Dispatched,Delivered,227.69,36.6,160.56,180.59,20.03,1,6.22
ORD000561,CUST0180,WH007,DRV0061,VEH0112,2026-03-12,Erode,Confirmed,In Transit,100.0,11.39,59.47,67.94,8.47,1,8.78
ORD000562,CUST0760,WH003,DRV0099,VEH0003,2026-06-22,Vellore,Processing,Delivered,387.88,8.76,54.49,53.87,0.0,0,44.28
ORD000563,CUST0070,WH005,DRV0037,VEH0056,2026-06-10,Tirunelveli,Dispatched,Delivered,100.0,5.0,43.47,46.74,3.27,1,20.0
ORD000564,CUST0733,WH009,DRV0004,VEH0111,2026-05-24,Coimbatore,Dispatched,Delivered,101.48,5.62,54.82,51.96,0.0,0,18.06
ORD000565,CUST0030,WH009,DRV0056,VEH0064,2026-06-06,Coimbatore,Dispatched,In Transit,197.43,34.03,213.74,240.21,26.47,1,5.8
ORD000566,CUST0119,WH007,DRV0043,VEH0021,2026-08-24,Salem,Processing,Delivered,287.86,11.86,91.31,103.65,12.34,1,24.27
ORD000567,CUST0717,WH009,DRV0021,VEH0024,2026-04-07,Trichy,Processing,Delayed,192.53,22.12,130.83,132.41,1.58,1,8.7
ORD000568,CUST0510,WH003,DRV0058,VEH0148,2026-05-02,Chennai,Cancelled,Cancelled,250.1,1.33,,,,0,188.05
ORD000569,CUST0734,WH007,DRV0144,VEH0052,2026-07-27,Coimbatore,Dispatched,Delivered,126.85,7.54,50.81,46.24,0.0,0,16.82
ORD000570,CUST0460,WH001,DRV0053,VEH0013,2026-08-13,Salem,Dispatched,Delivered,100.0,31.02,162.77,147.8,0.0,0,3.22
ORD000571,CUST0638,WH007,DRV0018,VEH0198,2026-06-14,Salem,Dispatched,Delivered,469.65,7.93,77.18,87.19,10.01,1,59.22
ORD000572,CUST0458,WH003,DRV0057,VEH0171,2026-01-25,Chennai,Processing,Delivered,250.68,5.38,62.12,56.8,0.0,0,46.59
ORD000573,CUST0567,WH003,DRV0095,VEH0094,2026-01-31,Salem,Dispatched,In Transit,132.02,14.84,80.86,79.33,0.0,0,8.9
ORD000574,CUST0039,WH007,DRV0166,VEH0078,2026-02-26,Trichy,Dispatched,Delivered,100.0,3.75,36.6,36.56,0.0,0,26.67
ORD000575,CUST0970,WH008,DRV0123,VEH0165,2026-07-07,Trichy,Processing,Delivered,401.44,3.16,37.11,42.25,5.14,1,127.04
ORD000576,CUST0850,WH004,DRV0032,VEH0102,2026-01-30,Tirunelveli,Cancelled,Cancelled,412.33,27.87,,,,0,14.79
ORD000577,CUST0262,WH001,DRV0112,VEH0030,2026-08-27,Coimbatore,Confirmed,Delivered,157.38,6.56,32.8,37.79,4.99,1,23.99
ORD000578,CUST0184,WH005,DRV0019,VEH0015,2026-01-17,Madurai,Confirmed,In Transit,117.99,16.69,114.93,123.14,8.21,1,7.07
ORD000579,CUST0520,WH010,DRV0084,VEH0153,2026-06-23,Erode,Dispatched,Delivered,153.16,34.85,174.59,198.71,24.12,1,4.39
ORD000580,CUST0980,WH004,DRV0048,VEH0166,2026-07-01,Salem,Dispatched,Delivered,158.06,11.6,71.54,70.89,0.0,0,13.63
ORD000581,CUST0823,WH009,DRV0074,VEH0043,2026-04-15,Trichy,Processing,Delivered,298.93,16.32,104.86,100.48,0.0,0,18.32
ORD000582,CUST0873,WH003,DRV0154,VEH0158,2026-03-17,Chennai,Dispatched,Delivered,100.0,3.13,32.89,29.44,0.0,0,31.95
ORD000583,CUST0528,WH004,DRV0110,VEH0040,2026-01-30,Chennai,Processing,Delivered,124.05,6.13,61.98,57.92,0.0,0,20.24
ORD000584,CUST0888,WH010,DRV0082,VEH0187,2026-04-26,Madurai,Dispatched,Delivered,160.87,30.74,185.3,162.78,0.0,0,5.23
ORD000585,CUST0386,WH003,DRV0173,VEH0151,2026-07-26,Madurai,Dispatched,Delivered,214.42,8.8,59.37,55.06,0.0,0,24.37
ORD000586,CUST0576,WH003,DRV0173,VEH0044,2026-05-30,Madurai,Dispatched,Delivered,318.35,4.27,26.92,28.66,1.74,1,74.56
ORD000587,CUST0253,WH007,DRV0015,VEH0081,2026-08-17,Vellore,Dispatched,Delivered,221.88,15.78,66.1,65.17,0.0,0,14.06
ORD000588,CUST0011,WH005,DRV0146,VEH0001,2026-01-06,Chennai,Processing,Delivered,566.15,25.2,112.94,114.38,1.44,1,22.47
ORD000589,CUST0600,WH005,DRV0031,VEH0103,2026-07-27,Salem,Processing,Delivered,100.0,7.95,50.23,49.26,0.0,0,12.58
ORD000590,CUST0211,WH004,DRV0143,VEH0125,2026-05-11,Trichy,Dispatched,Delivered,468.75,15.81,80.97,79.26,0.0,0,29.65
ORD000591,CUST0516,WH010,DRV0102,VEH0082,2026-07-07,Chennai,Processing,Delivered,100.0,20.03,171.37,161.57,0.0,0,4.99
ORD000592,CUST0643,WH008,DRV0015,VEH0041,2026-05-03,Trichy,Dispatched,Delivered,140.2,9.89,39.15,44.75,5.6,1,14.18
ORD000593,CUST0783,WH001,DRV0065,VEH0062,2026-08-21,Erode,Processing,Delivered,233.15,8.92,58.07,54.07,0.0,0,26.14
ORD000594,CUST0360,WH009,DRV0105,VEH0188,2026-06-01,Madurai,Confirmed,Delivered,389.79,34.04,108.28,121.24,12.96,1,11.45
ORD000595,CUST0068,WH009,DRV0174,VEH0138,2026-05-15,Erode,Processing,Delivered,140.35,4.54,45.11,52.58,7.47,1,30.91
ORD000596,CUST0427,WH005,DRV0075,VEH0108,2026-02-18,Tirunelveli,Dispatched,Delivered,233.96,12.31,82.09,81.63,0.0,0,19.01
ORD000597,CUST0849,WH001,DRV0102,VEH0073,2026-04-20,Coimbatore,Processing,In Transit,147.65,10.47,60.42,58.98,0.0,0,14.1
ORD000598,CUST0009,WH002,DRV0144,VEH0078,2026-02-14,Salem,Dispatched,Delivered,100.0,10.42,79.07,91.89,12.82,1,9.6
ORD000599,CUST0537,WH002,DRV0183,VEH0194,2026-03-31,Tirunelveli,Processing,Delivered,176.8,19.32,156.28,155.56,0.0,0,9.15
ORD000600,CUST0577,WH006,DRV0030,VEH0057,2026-08-04,Madurai,Confirmed,Delivered,100.0,16.56,119.23,118.01,0.0,0,6.04
ORD000601,CUST0616,WH010,DRV0041,VEH0121,2026-08-10,Madurai,Dispatched,Delivered,414.25,13.69,51.75,59.78,8.03,1,30.26
ORD000602,CUST0066,WH009,DRV0067,VEH0042,2026-05-05,Trichy,Dispatched,Delayed,416.12,3.17,29.84,28.06,0.0,1,131.27
ORD000603,CUST0695,WH003,DRV0017,VEH0182,2026-05-18,Chennai,Dispatched,Delivered,105.28,5.76,52.55,57.55,5.0,1,18.28
ORD000604,CUST0173,WH008,DRV0026,VEH0085,2026-07-17,Coimbatore,Dispatched,Delivered,100.0,9.42,65.94,60.59,0.0,0,10.62
ORD000605,CUST0801,WH002,DRV0118,VEH0170,2026-02-18,Salem,Processing,Delivered,120.44,12.0,68.18,72.28,4.1,1,10.04
ORD000606,CUST0022,WH005,DRV0073,VEH0066,2026-08-11,Erode,Confirmed,Delivered,256.23,30.5,218.9,220.36,1.46,1,8.4
ORD000607,CUST0042,WH004,DRV0101,VEH0070,2026-01-31,Vellore,Dispatched,Delivered,256.89,11.79,95.65,85.59,0.0,0,21.79
ORD000608,CUST0204,WH005,DRV0192,VEH0139,2026-06-30,Erode,Processing,Delivered,1661.1,18.72,142.49,130.5,0.0,0,88.73
ORD000609,CUST0155,WH004,DRV0095,VEH0195,2026-07-21,Coimbatore,Dispatched,Delivered,148.32,10.75,89.6,82.61,0.0,0,13.8
ORD000610,CUST0523,WH001,DRV0058,VEH0011,2026-02-09,Madurai,Dispatched,Delivered,192.36,17.74,110.15,122.64,12.49,1,10.84
ORD000611,CUST0810,WH001,DRV0095,VEH0004,2026-04-16,Coimbatore,Processing,Delivered,636.27,11.32,59.78,69.15,9.37,1,56.21
