order_id,customer_id,warehouse_id,driver_id,vehicle_id,order_date,region,order_status,delivery_status,order_value,delivery_distance_km,promised_delivery_time_min,actual_delivery_time_min,delivery_delay_min,is_delayed,delivery_per_km_value,order_day_of_week,order_month,order_day,is_weekend,distance_bucket,order_value_bucket,temperature_c,humidity_pct,rainfall_mm,weather_condition,is_rainy,heavy_rain_flag,high_humidity_flag,weather_risk,delay_ratio,delivery_efficiency,delivery_risk,weather_delay_risk
ORD001544,CUST0848,WH002,DRV0140,VEH0126,2026-03-18,Salem,Processing,Delivered,111.79,24.69,130.19,140.23,10.04,1,4.53,Wednesday,3,18,0,Long,Low,27.78,72.22,13.96,Rain,1,0,0,Moderate,0.077,0.928,Medium,2
ORD003227,CUST0622,WH002,DRV0006,VEH0023,2026-03-18,Tirunelveli,Processing,Delivered,198.8,9.74,48.61,47.9,0.0,0,20.41,Wednesday,3,18,0,Medium,Low,27.85,50.41,4.24,Light Rain,1,0,0,Moderate,0.0,1.015,Low,1
ORD002403,CUST0892,WH004,DRV0109,VEH0071,2026-03-18,Madurai,Dispatched,Delivered,180.57,11.22,76.46,66.98,0.0,0,16.09,Wednesday,3,18,0,Medium,Low,29.75,66.85,9.57,Rain,1,0,0,Moderate,0.0,1.142,Low,1
ORD000386,CUST0316,WH004,DRV0131,VEH0160,2026-03-18,Tirunelveli,Processing,In Transit,100.0,9.35,67.54,61.79,0.0,0,10.7,Wednesday,3,18,0,Medium,Low,27.85,50.41,4.24,Light Rain,1,0,0,Moderate,0.0,1.093,Low,1
ORD000246,CUST0741,WH008,DRV0065,VEH0050,2026-03-18,Erode,Confirmed,Delivered,167.29,12.73,100.07,101.6,1.53,1,13.14,Wednesday,3,18,0,Medium,Low,27.87,66.78,11.65,Rain,1,0,0,Moderate,0.015,0.985,Medium,2
ORD002098,CUST0659,WH004,DRV0133,VEH0110,2026-03-19,Coimbatore,Confirmed,Delivered,100.0,27.55,189.74,179.42,0.0,0,3.63,Thursday,3,19,0,Long,Low,31.58,76.29,1.89,Clear,1,0,0,Moderate,0.0,1.058,Low,1
ORD001555,CUST0051,WH009,DRV0164,VEH0005,2026-03-19,Salem,Processing,Delivered,263.71,16.13,66.89,76.28,9.39,1,16.35,Thursday,3,19,0,Long,Medium,28.26,61.26,8.29,Rain,1,0,0,Moderate,0.14,0.877,Medium,2
ORD000192,CUST0039,WH008,DRV0134,VEH0193,2026-03-19,Trichy,Dispatched,Delivered,145.75,14.87,92.85,89.96,0.0,0,9.8,Thursday,3,19,0,Medium,Low,30.37,87.4,2.47,Light Rain,1,0,1,Moderate,0.0,1.032,Low,1
ORD002335,CUST0825,WH007,DRV0158,VEH0028,2026-03-19,Trichy,Confirmed,Delivered,417.85,15.76,80.74,93.25,12.51,1,26.51,Thursday,3,19,0,Long,Medium,30.37,87.4,2.47,Light Rain,1,0,1,Moderate,0.155,0.866,Medium,2
ORD004987,CUST0988,WH010,DRV0011,VEH0076,2026-03-19,Salem,Processing,Delivered,178.24,19.81,86.17,100.96,14.79,1,9.0,Thursday,3,19,0,Long,Low,28.26,61.26,8.29,Rain,1,0,0,Moderate,0.172,0.854,Medium,2
ORD001771,CUST0675,WH008,DRV0194,VEH0093,2026-03-19,Madurai,Dispatched,Delivered,162.54,19.12,78.17,74.63,0.0,0,8.5,Thursday,3,19,0,Long,Low,29.99,56.35,0.05,Clear,1,0,0,Moderate,0.0,1.047,Low,1
ORD004764,CUST0613,WH003,DRV0074,VEH0144,2026-03-19,Vellore,Processing,In Transit,424.15,15.15,75.71,81.5,5.79,1,28.0,Thursday,3,19,0,Long,Medium,26.57,56.56,11.7,Rain,1,0,0,Moderate,0.076,0.929,Medium,2
ORD003374,CUST0909,WH003,DRV0008,VEH0067,2026-03-19,Tirunelveli,Confirmed,Delivered,178.22,25.78,174.49,161.32,0.0,0,6.91,Thursday,3,19,0,Long,Low,30.07,80.54,15.11,Rain,1,0,1,Moderate,0.0,1.082,Low,1
ORD002950,CUST0681,WH001,DRV0158,VEH0040,2026-03-19,Chennai,Dispatched,Delivered,851.66,23.89,151.8,136.06,0.0,0,35.65,Thursday,3,19,0,Long,High,24.76,62.34,2.08,Light Rain,1,0,0,Moderate,0.0,1.116,Low,1
ORD000796,CUST0919,WH001,DRV0002,VEH0138,2026-03-19,Erode,Dispatched,Delivered,172.25,17.09,114.68,105.12,0.0,0,10.08,Thursday,3,19,0,Long,Low,31.06,58.18,7.22,Light Rain,1,0,0,Moderate,0.0,1.091,Low,1
ORD004169,CUST0570,WH008,DRV0088,VEH0115,2026-03-19,Trichy,Processing,Delivered,234.96,8.08,66.27,60.52,0.0,0,29.08,Thursday,3,19,0,Medium,Low,30.37,87.4,2.47,Light Rain,1,0,1,Moderate,0.0,1.095,Low,1
ORD002703,CUST0876,WH002,DRV0167,VEH0136,2026-03-19,Salem,Confirmed,Delivered,234.73,9.68,56.47,65.92,9.45,1,24.25,Thursday,3,19,0,Medium,Low,28.26,61.26,8.29,Rain,1,0,0,Moderate,0.167,0.857,Medium,2
ORD000676,CUST0521,WH007,DRV0035,VEH0064,2026-03-19,Coimbatore,Confirmed,Delivered,323.15,10.39,66.43,72.37,5.94,1,31.1,Thursday,3,19,0,Medium,Medium,31.58,76.29,1.89,Clear,1,0,0,Moderate,0.089,0.918,Medium,2
ORD001052,CUST0745,WH001,DRV0200,VEH0176,2026-03-19,Chennai,Dispatched,Delivered,131.97,11.21,71.58,75.62,4.04,1,11.77,Thursday,3,19,0,Medium,Low,24.76,62.34,2.08,Light Rain,1,0,0,Moderate,0.056,0.947,Medium,2
ORD000629,CUST0433,WH001,DRV0139,VEH0114,2026-03-19,Salem,Dispatched,Delivered,209.42,8.28,82.21,93.05,10.84,1,25.29,Thursday,3,19,0,Medium,Low,28.26,61.26,8.29,Rain,1,0,0,Moderate,0.132,0.884,Medium,2
ORD003350,CUST0915,WH001,DRV0027,VEH0004,2026-03-19,Coimbatore,Dispatched,Delivered,188.89,28.26,133.88,135.3,1.42,1,6.68,Thursday,3,19,0,Long,Low,31.58,76.29,1.89,Clear,1,0,0,Moderate,0.011,0.99,Medium,2
ORD001164,CUST0590,WH007,DRV0195,VEH0179,2026-03-19,Trichy,Dispatched,Delivered,350.25,7.46,44.69,47.29,2.6,1,46.95,Thursday,3,19,0,Medium,Medium,30.37,87.4,2.47,Light Rain,1,0,1,Moderate,0.058,0.945,Medium,2
ORD002848,CUST0663,WH005,DRV0035,VEH0177,2026-03-19,Trichy,Processing,Delivered,155.05,5.42,34.33,36.7,2.37,1,28.61,Thursday,3,19,0,Medium,Low,30.37,87.4,2.47,Light Rain,1,0,1,Moderate,0.069,0.935,Medium,2
ORD004284,CUST0514,WH007,DRV0101,VEH0081,2026-03-19,Vellore,Processing,Delivered,100.29,21.94,102.02,114.01,11.99,1,4.57,Thursday,3,19,0,Long,Low,26.57,56.56,11.7,Rain,1,0,0,Moderate,0.118,0.895,Medium,2
ORD003578,CUST0459,WH008,DRV0070,VEH0038,2026-03-19,Chennai,Processing,Delivered,104.05,29.72,200.91,202.71,1.8,1,3.5,Thursday,3,19,0,Long,Low,24.76,62.34,2.08,Light Rain,1,0,0,Moderate,0.009,0.991,Medium,2
ORD001096,CUST0754,WH004,DRV0040,VEH0045,2026-03-19,Chennai,Processing,Delivered,466.59,11.45,67.91,66.04,0.0,0,40.75,Thursday,3,19,0,Medium,Medium,24.76,62.34,2.08,Light Rain,1,0,0,Moderate,0.0,1.028,Low,1
ORD001099,CUST0167,WH003,DRV0001,VEH0076,2026-03-19,Erode,Dispatched,Delivered,313.43,8.8,73.41,71.58,0.0,0,35.62,Thursday,3,19,0,Medium,Medium,31.06,58.18,7.22,Light Rain,1,0,0,Moderate,0.0,1.026,Low,1
ORD003325,CUST0307,WH010,DRV0036,VEH0106,2026-03-20,Erode,Dispatched,Delivered,252.43,11.15,35.32,39.72,4.4,1,22.64,Friday,3,20,0,Medium,Medium,30.79,69.38,17.77,Rain,1,0,0,Moderate,0.125,0.889,Medium,2
ORD003797,CUST0980,WH008,DRV0105,VEH0036,2026-03-20,Salem,Confirmed,Delayed,100.0,5.08,42.9,37.87,0.0,1,19.69,Friday,3,20,0,Medium,Low,29.17,66.16,1.24,Clear,1,0,0,Moderate,0.0,1.133,Medium,2
ORD004514,CUST0318,WH006,DRV0122,VEH0128,2026-03-20,Salem,Dispatched,Delivered,205.85,11.01,87.57,78.12,0.0,0,18.7,Friday,3,20,0,Medium,Low,29.17,66.16,1.24,Clear,1,0,0,Moderate,0.0,1.121,Low,1
ORD002449,CUST0073,WH010,DRV0069,VEH0167,2026-03-20,Vellore,Dispatched,Delivered,207.44,13.4,96.12,96.61,0.49,1,15.48,Friday,3,20,0,Medium,Low,26.37,74.06,3.48,Light Rain,1,0,0,Moderate,0.005,0.995,Medium,2
ORD003978,CUST0897,WH004,DRV0100,VEH0163,2026-03-20,Tirunelveli,Dispatched,Delivered,255.24,6.61,58.77,54.54,0.0,0,38.61,Friday,3,20,0,Medium,Medium,31.45,90.93,0.9,Cloudy,1,0,1,Moderate,0.0,1.078,Low,1
ORD001866,CUST0080,WH001,DRV0072,VEH0104,2026-03-20,Vellore,Cancelled,Cancelled,309.21,5.42,,,,0,57.05,Friday,3,20,0,Medium,Medium,26.37,74.06,3.48,Light Rain,1,0,0,Moderate,,,Low,1
ORD001803,CUST0355,WH002,DRV0021,VEH0039,2026-03-20,Trichy,Dispatched,Delivered,189.62,6.03,57.5,56.82,0.0,0,31.45,Friday,3,20,0,Medium,Low,24.77,55.18,6.52,Light Rain,1,0,0,Moderate,0.0,1.012,Low,1
ORD004959,CUST0390,WH009,DRV0102,VEH0183,2026-03-20,Erode,Dispatched,Delivered,100.0,14.48,66.17,65.22,0.0,0,6.91,Friday,3,20,0,Medium,Low,30.79,69.38,17.77,Rain,1,0,0,Moderate,0.0,1.015,Low,1
ORD000847,CUST0349,WH010,DRV0195,VEH0026,2026-03-20,Erode,Processing,Delivered,100.0,18.53,80.53,89.34,8.81,1,5.4,Friday,3,20,0,Long,Low,30.79,69.38,17.77,Rain,1,0,0,Moderate,0.109,0.901,Medium,2
ORD004762,CUST0027,WH008,DRV0065,VEH0033,2026-03-20,Trichy,Processing,Delivered,100.0,10.47,74.89,65.36,0.0,0,9.55,Friday,3,20,0,Medium,Low,24.77,55.18,6.52,Light Rain,1,0,0,Moderate,0.0,1.146,Low,1
ORD003399,CUST0412,WH009,DRV0179,VEH0142,2026-03-20,Madurai,Dispatched,Delivered,100.0,18.76,107.32,110.02,2.7,1,5.33,Friday,3,20,0,Long,Low,29.48,56.86,1.01,Clear,1,0,0,Moderate,0.025,0.975,Medium,2
ORD003714,CUST0088,WH003,DRV0153,VEH0020,2026-03-20,Salem,Confirmed,Delivered,100.0,5.59,43.76,40.52,0.0,0,17.89,Friday,3,20,0,Medium,Low,29.17,66.16,1.24,Clear,1,0,0,Moderate,0.0,1.08,Low,1
ORD001703,CUST0911,WH006,DRV0022,VEH0199,2026-03-20,Salem,Processing,Delivered,156.77,29.82,173.95,182.25,8.3,1,5.26,Friday,3,20,0,Long,Low,29.17,66.16,1.24,Clear,1,0,0,Moderate,0.048,0.954,Medium,2
ORD000367,CUST0977,WH006,DRV0070,VEH0046,2026-03-20,Vellore,Dispatched,Delivered,166.93,6.04,36.63,35.47,0.0,0,27.64,Friday,3,20,0,Medium,Low,26.37,74.06,3.48,Light Rain,1,0,0,Moderate,0.0,1.033,Low,1
ORD002824,CUST0159,WH005,DRV0110,VEH0159,2026-03-20,Tirunelveli,Dispatched,Delayed,220.16,2.82,64.33,56.84,0.0,1,78.07,Friday,3,20,0,Short,Low,31.45,90.93,0.9,Cloudy,1,0,1,Moderate,0.0,1.132,Medium,2
ORD001580,CUST0908,WH003,DRV0172,VEH0019,2026-03-21,Tirunelveli,Dispatched,Delivered,115.38,5.94,42.37,49.17,6.8,1,19.42,Saturday,3,21,1,Medium,Low,29.98,83.21,1.05,Cloudy,1,0,1,Moderate,0.16,0.862,Medium,2
ORD001026,CUST0530,WH001,DRV0144,VEH0005,2026-03-21,Vellore,Dispatched,Delayed,369.59,18.94,73.2,72.16,0.0,1,19.51,Saturday,3,21,1,Long,Medium,36.53,86.67,7.25,Light Rain,1,0,1,Moderate,0.0,1.014,Medium,2
ORD003217,CUST0179,WH010,DRV0152,VEH0066,2026-03-21,Coimbatore,Processing,Delivered,270.3,23.38,185.12,164.64,0.0,0,11.56,Saturday,3,21,1,Long,Medium,26.92,67.51,2.0,Light Rain,1,0,0,Moderate,0.0,1.124,Low,1
ORD001578,CUST0702,WH010,DRV0186,VEH0085,2026-03-21,Salem,Dispatched,Delivered,100.0,30.22,179.36,175.75,0.0,0,3.31,Saturday,3,21,1,Very Long,Low,26.97,58.97,11.35,Rain,1,0,0,Moderate,0.0,1.021,Low,1
ORD002827,CUST0533,WH005,DRV0110,VEH0124,2026-03-21,Chennai,Processing,Delivered,131.97,8.53,77.34,67.56,0.0,0,15.47,Saturday,3,21,1,Medium,Low,25.36,80.26,5.49,Light Rain,1,0,1,Moderate,0.0,1.145,Low,1
ORD004573,CUST0584,WH003,DRV0004,VEH0103,2026-03-21,Salem,Processing,Delayed,197.9,8.34,66.84,63.15,0.0,1,23.73,Saturday,3,21,1,Medium,Low,26.97,58.97,11.35,Rain,1,0,0,Moderate,0.0,1.058,Medium,2
ORD002301,CUST0051,WH008,DRV0132,VEH0083,2026-03-21,Madurai,Dispatched,Delayed,170.7,19.12,94.7,83.77,0.0,1,8.93,Saturday,3,21,1,Long,Low,27.31,62.5,2.98,Light Rain,1,0,0,Moderate,0.0,1.13,Medium,2
ORD000994,CUST0040,WH004,DRV0143,VEH0042,2026-03-21,Coimbatore,Dispatched,Delivered,173.7,9.12,67.13,70.81,3.68,1,19.05,Saturday,3,21,1,Medium,Low,26.92,67.51,2.0,Light Rain,1,0,0,Moderate,0.055,0.948,Medium,2
ORD003447,CUST0577,WH010,DRV0079,VEH0184,2026-03-21,Coimbatore,Confirmed,Delivered,131.66,22.12,140.81,164.34,23.53,1,5.95,Saturday,3,21,1,Long,Low,26.92,67.51,2.0,Light Rain,1,0,0,Moderate,0.167,0.857,Medium,2
ORD000838,CUST0934,WH004,DRV0113,VEH0171,2026-03-21,Chennai,Dispatched,In Transit,198.17,2.4,13.0,13.69,0.69,1,82.57,Saturday,3,21,1,Short,Low,25.36,80.26,5.49,Light Rain,1,0,1,Moderate,0.053,0.95,Medium,2
ORD003055,CUST0901,WH008,DRV0010,VEH0149,2026-03-21,Salem,Dispatched,Delivered,100.0,12.41,66.65,75.66,9.01,1,8.06,Saturday,3,21,1,Medium,Low,26.97,58.97,11.35,Rain,1,0,0,Moderate,0.135,0.881,Medium,2
ORD000904,CUST0570,WH008,DRV0006,VEH0058,2026-03-21,Trichy,Confirmed,In Transit,219.38,8.89,38.4,41.76,3.36,1,24.68,Saturday,3,21,1,Medium,Low,33.13,79.92,4.18,Light Rain,1,0,0,Moderate,0.088,0.92,Medium,2
ORD000040,CUST0555,WH008,DRV0028,VEH0171,2026-03-21,Salem,Confirmed,In Transit,210.91,6.81,47.29,45.17,0.0,0,30.97,Saturday,3,21,1,Medium,Low,26.97,58.97,11.35,Rain,1,0,0,Moderate,0.0,1.047,Low,1
ORD004246,CUST0050,WH008,DRV0187,VEH0119,2026-03-21,Coimbatore,Dispatched,Delivered,100.0,24.54,115.12,104.61,0.0,0,4.07,Saturday,3,21,1,Long,Low,26.92,67.51,2.0,Light Rain,1,0,0,Moderate,0.0,1.1,Low,1
ORD004498,CUST0964,WH003,DRV0119,VEH0197,2026-03-21,Trichy,Confirmed,In Transit,100.0,12.94,72.92,78.1,5.18,1,7.73,Saturday,3,21,1,Medium,Low,33.13,79.92,4.18,Light Rain,1,0,0,Moderate,0.071,0.934,Medium,2
ORD003525,CUST0876,WH009,DRV0074,VEH0193,2026-03-21,Madurai,Confirmed,Delivered,291.85,14.67,98.46,86.2,0.0,0,19.89,Saturday,3,21,1,Medium,Medium,27.31,62.5,2.98,Light Rain,1,0,0,Moderate,0.0,1.142,Low,1
ORD004222,CUST0311,WH005,DRV0032,VEH0057,2026-03-21,Tirunelveli,Dispatched,Delivered,411.79,5.98,40.3,42.73,2.43,1,68.86,Saturday,3,21,1,Medium,Medium,29.98,83.21,1.05,Cloudy,1,0,1,Moderate,0.06,0.943,Medium,2
ORD003025,CUST0063,WH008,DRV0009,VEH0012,2026-03-21,Tirunelveli,Processing,In Transit,112.32,29.9,123.75,120.2,0.0,0,3.76,Saturday,3,21,1,Long,Low,29.98,83.21,1.05,Cloudy,1,0,1,Moderate,0.0,1.03,Low,1
ORD003136,CUST0004,WH010,DRV0186,VEH0198,2026-03-21,Erode,Dispatched,Delivered,358.17,22.46,152.6,142.27,0.0,0,15.95,Saturday,3,21,1,Long,Medium,31.28,55.2,5.93,Light Rain,1,0,0,Moderate,0.0,1.073,Low,1
ORD001251,CUST0497,WH003,DRV0035,VEH0123,2026-03-21,Madurai,Dispatched,Delivered,100.98,25.08,124.96,144.56,19.6,1,4.03,Saturday,3,21,1,Long,Low,27.31,62.5,2.98,Light Rain,1,0,0,Moderate,0.157,0.864,Medium,2
ORD003006,CUST0530,WH006,DRV0078,VEH0128,2026-03-21,Coimbatore,Processing,Delivered,234.73,11.79,65.31,76.52,11.21,1,19.91,Saturday,3,21,1,Medium,Low,26.92,67.51,2.0,Light Rain,1,0,0,Moderate,0.172,0.854,Medium,2
ORD004261,CUST0725,WH004,DRV0150,VEH0113,2026-03-21,Trichy,Confirmed,Delivered,100.0,18.08,89.81,98.95,9.14,1,5.53,Saturday,3,21,1,Long,Low,33.13,79.92,4.18,Light Rain,1,0,0,Moderate,0.102,0.908,Medium,2
ORD004080,CUST0211,WH001,DRV0009,VEH0006,2026-03-21,Trichy,Dispatched,Delivered,255.36,17.69,125.85,120.79,0.0,0,14.44,Saturday,3,21,1,Long,Medium,33.13,79.92,4.18,Light Rain,1,0,0,Moderate,0.0,1.042,Low,1
ORD004780,CUST0485,WH009,DRV0113,VEH0200,2026-03-22,Coimbatore,Processing,Delivered,100.0,12.36,41.8,43.65,1.85,1,8.09,Sunday,3,22,1,Medium,Low,24.88,48.18,1.63,Clear,1,0,0,Moderate,0.044,0.958,Medium,2
ORD001594,CUST0951,WH004,DRV0053,VEH0157,2026-03-22,Coimbatore,Dispatched,Delivered,100.0,12.6,72.3,78.92,6.62,1,7.94,Sunday,3,22,1,Medium,Low,24.88,48.18,1.63,Clear,1,0,0,Moderate,0.092,0.916,Medium,2
ORD002034,CUST0638,WH007,DRV0186,VEH0094,2026-03-22,Erode,Dispatched,Delivered,146.01,4.93,54.81,49.59,0.0,0,29.62,Sunday,3,22,1,Short,Low,27.65,61.44,2.85,Light Rain,1,0,0,Moderate,0.0,1.105,Low,1
ORD003414,CUST0441,WH009,DRV0104,VEH0105,2026-03-22,Salem,Dispatched,Delivered,172.31,9.22,49.54,51.81,2.27,1,18.69,Sunday,3,22,1,Medium,Low,29.49,69.43,3.73,Light Rain,1,0,0,Moderate,0.046,0.956,Medium,2
ORD000508,CUST0224,WH008,DRV0141,VEH0129,2026-03-22,Coimbatore,Dispatched,Delivered,125.84,15.21,86.21,91.72,5.51,1,8.27,Sunday,3,22,1,Long,Low,24.88,48.18,1.63,Clear,1,0,0,Moderate,0.064,0.94,Medium,2
ORD002038,CUST0218,WH004,DRV0144,VEH0071,2026-03-22,Vellore,Confirmed,Delivered,122.38,33.95,132.17,123.03,0.0,0,3.6,Sunday,3,22,1,Very Long,Low,31.52,61.4,4.81,Light Rain,1,0,0,Moderate,0.0,1.074,Low,1
ORD004316,CUST0222,WH002,DRV0052,VEH0066,2026-03-22,Chennai,Processing,In Transit,385.07,17.53,103.73,112.14,8.41,1,21.97,Sunday,3,22,1,Long,Medium,31.34,69.27,16.3,Rain,1,0,0,Moderate,0.081,0.925,Medium,2
ORD002907,CUST0001,WH009,DRV0051,VEH0168,2026-03-22,Salem,Processing,Delivered,100.0,15.66,75.5,69.92,0.0,0,6.39,Sunday,3,22,1,Long,Low,29.49,69.43,3.73,Light Rain,1,0,0,Moderate,0.0,1.08,Low,1
ORD001911,CUST0040,WH009,DRV0092,VEH0106,2026-03-22,Erode,Confirmed,Delayed,306.95,10.93,64.48,71.33,6.85,1,28.08,Sunday,3,22,1,Medium,Medium,27.65,61.44,2.85,Light Rain,1,0,0,Moderate,0.106,0.904,Medium,2
ORD002911,CUST0993,WH007,DRV0135,VEH0199,2026-03-22,Coimbatore,Dispatched,Delivered,100.85,3.88,47.02,44.42,0.0,0,25.99,Sunday,3,22,1,Short,Low,24.88,48.18,1.63,Clear,1,0,0,Moderate,0.0,1.059,Low,1
ORD001294,CUST0542,WH010,DRV0118,VEH0076,2026-03-22,Tirunelveli,Dispatched,Delivered,222.97,8.86,56.27,59.75,3.48,1,25.17,Sunday,3,22,1,Medium,Low,28.09,71.61,7.61,Light Rain,1,0,0,Moderate,0.062,0.942,Medium,2
ORD004655,CUST0233,WH007,DRV0085,VEH0085,2026-03-22,Vellore,Dispatched,Delivered,151.05,28.49,152.26,135.09,0.0,0,5.3,Sunday,3,22,1,Long,Low,31.52,61.4,4.81,Light Rain,1,0,0,Moderate,0.0,1.127,Low,1
ORD001869,CUST0709,WH010,DRV0112,VEH0077,2026-03-22,Erode,Dispatched,Delivered,132.64,17.17,60.51,67.72,7.21,1,7.73,Sunday,3,22,1,Long,Low,27.65,61.44,2.85,Light Rain,1,0,0,Moderate,0.119,0.894,Medium,2
ORD002349,CUST0077,WH006,DRV0134,VEH0065,2026-03-22,Vellore,Dispatched,Delivered,423.57,6.58,58.71,66.28,7.57,1,64.37,Sunday,3,22,1,Medium,Medium,31.52,61.4,4.81,Light Rain,1,0,0,Moderate,0.129,0.886,Medium,2
ORD003041,CUST0929,WH010,DRV0153,VEH0182,2026-03-22,Erode,Dispatched,Delayed,605.07,7.64,69.17,71.68,2.51,1,79.2,Sunday,3,22,1,Medium,High,27.65,61.44,2.85,Light Rain,1,0,0,Moderate,0.036,0.965,Medium,2
ORD000445,CUST0869,WH006,DRV0089,VEH0143,2026-03-22,Vellore,Confirmed,Delivered,161.16,7.51,46.42,51.09,4.67,1,21.46,Sunday,3,22,1,Medium,Low,31.52,61.4,4.81,Light Rain,1,0,0,Moderate,0.101,0.909,Medium,2
ORD003957,CUST0398,WH001,DRV0014,VEH0075,2026-03-22,Salem,Dispatched,Delivered,302.03,3.04,43.12,50.22,7.1,1,99.35,Sunday,3,22,1,Short,Medium,29.49,69.43,3.73,Light Rain,1,0,0,Moderate,0.165,0.859,Medium,2
ORD003247,CUST0123,WH005,DRV0166,VEH0149,2026-03-22,Madurai,Dispatched,Delivered,210.68,14.26,115.47,108.51,0.0,0,14.77,Sunday,3,22,1,Medium,Low,30.52,44.81,14.78,Rain,1,0,0,Moderate,0.0,1.064,Low,1
ORD003483,CUST0187,WH010,DRV0179,VEH0099,2026-03-22,Madurai,Confirmed,Delivered,182.75,8.2,49.64,52.05,2.41,1,22.29,Sunday,3,22,1,Medium,Low,30.52,44.81,14.78,Rain,1,0,0,Moderate,0.049,0.954,Medium,2
ORD000228,CUST0572,WH009,DRV0032,VEH0082,2026-03-22,Erode,Dispatched,Delivered,109.66,24.09,137.46,144.8,7.34,1,4.55,Sunday,3,22,1,Long,Low,27.65,61.44,2.85,Light Rain,1,0,0,Moderate,0.053,0.949,Medium,2
ORD004422,CUST0429,WH008,DRV0002,VEH0021,2026-03-22,Vellore,Confirmed,Delivered,255.2,2.94,32.26,33.45,1.19,1,86.8,Sunday,3,22,1,Short,Medium,31.52,61.4,4.81,Light Rain,1,0,0,Moderate,0.037,0.964,Medium,2
ORD003475,CUST0904,WH004,DRV0060,VEH0091,2026-03-22,Trichy,Dispatched,In Transit,100.0,3.02,23.15,24.52,1.37,1,33.11,Sunday,3,22,1,Short,Low,31.82,65.09,1.42,Clear,1,0,0,Moderate,0.059,0.944,Medium,2
ORD002738,CUST0848,WH010,DRV0092,VEH0149,2026-03-22,Trichy,Processing,Delivered,100.0,19.18,95.35,107.32,11.97,1,5.21,Sunday,3,22,1,Long,Low,31.82,65.09,1.42,Clear,1,0,0,Moderate,0.126,0.888,Medium,2
ORD001853,CUST0254,WH006,DRV0032,VEH0018,2026-03-23,Tirunelveli,Dispatched,Delayed,228.6,23.49,96.48,93.92,0.0,1,9.73,Monday,3,23,0,Long,Low,28.36,88.96,1.48,Cloudy,1,0,1,Moderate,0.0,1.027,Medium,2
ORD001113,CUST0364,WH010,DRV0109,VEH0051,2026-03-23,Salem,Dispatched,Delivered,240.77,7.19,46.46,52.51,6.05,1,33.49,Monday,3,23,0,Medium,Low,30.87,75.12,26.22,Heavy Rain,1,1,0,High,0.13,0.885,High,3
ORD002461,CUST0208,WH003,DRV0064,VEH0087,2026-03-23,Madurai,Processing,In Transit,122.43,8.49,72.15,78.31,6.16,1,14.42,Monday,3,23,0,Medium,Low,31.86,76.02,1.66,Clear,1,0,0,Moderate,0.085,0.921,Medium,2
ORD003947,CUST0845,WH005,DRV0162,VEH0122,2026-03-23,Trichy,Confirmed,Delivered,349.43,11.69,65.58,64.43,0.0,0,29.89,Monday,3,23,0,Medium,Medium,24.59,60.86,9.69,Rain,1,0,0,Moderate,0.0,1.018,Low,1
ORD002429,CUST0289,WH007,DRV0030,VEH0154,2026-03-23,Trichy,Dispatched,Delivered,672.75,12.82,80.99,72.31,0.0,0,52.48,Monday,3,23,0,Medium,High,24.59,60.86,9.69,Rain,1,0,0,Moderate,0.0,1.12,Low,1
ORD002575,CUST0220,WH002,DRV0017,VEH0026,2026-03-23,Chennai,Confirmed,Delivered,221.67,5.73,58.43,60.9,2.47,1,38.69,Monday,3,23,0,Medium,Low,24.49,79.87,7.64,Light Rain,1,0,0,Moderate,0.042,0.959,Medium,2
ORD002456,CUST0795,WH006,DRV0085,VEH0019,2026-03-23,Trichy,Dispatched,Delivered,141.55,3.0,19.31,17.32,0.0,0,47.18,Monday,3,23,0,Short,Low,24.59,60.86,9.69,Rain,1,0,0,Moderate,0.0,1.115,Low,1
ORD000735,CUST0174,WH010,DRV0048,VEH0182,2026-03-23,Erode,Processing,Delivered,222.31,11.86,77.49,72.36,0.0,0,18.74,Monday,3,23,0,Medium,Low,27.6,61.56,9.76,Rain,1,0,0,Moderate,0.0,1.071,Low,1
ORD000249,CUST0644,WH001,DRV0103,VEH0181,2026-03-23,Trichy,Dispatched,Delayed,394.72,17.26,93.77,94.75,0.98,1,22.87,Monday,3,23,0,Long,Medium,24.59,60.86,9.69,Rain,1,0,0,Moderate,0.01,0.99,Medium,2
ORD000660,CUST0762,WH006,DRV0015,VEH0046,2026-03-23,Madurai,Dispatched,Delivered,144.56,14.77,91.08,96.49,5.41,1,9.79,Monday,3,23,0,Medium,Low,31.86,76.02,1.66,Clear,1,0,0,Moderate,0.059,0.944,Medium,2
ORD003742,CUST0393,WH005,DRV0161,VEH0126,2026-03-23,Salem,Processing,Delivered,242.68,3.89,26.74,28.38,1.64,1,62.39,Monday,3,23,0,Short,Low,30.87,75.12,26.22,Heavy Rain,1,1,0,High,0.061,0.942,High,3
ORD004759,CUST0660,WH002,DRV0024,VEH0141,2026-03-23,Erode,Dispatched,Delayed,100.0,14.09,58.55,64.88,6.33,1,7.1,Monday,3,23,0,Medium,Low,27.6,61.56,9.76,Rain,1,0,0,Moderate,0.108,0.902,Medium,2
ORD003143,CUST0057,WH001,DRV0044,VEH0063,2026-03-23,Chennai,Processing,Delivered,420.72,6.67,56.72,52.69,0.0,0,63.08,Monday,3,23,0,Medium,Medium,24.49,79.87,7.64,Light Rain,1,0,0,Moderate,0.0,1.076,Low,1
