event_id,order_id,driver_id,vehicle_id,event_timestamp,region,event_type,delivery_status,delay_minutes,source
EVT0001281,ORD000172,DRV0158,VEH0111,2026-08-11 05:22:00,Chennai,DELIVERED,Delivered,0,Mobile App
EVT0001282,ORD000350,DRV0174,VEH0143,2026-08-24 23:45:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001283,ORD000392,DRV0064,VEH0180,2026-08-05 10:28:00,Madurai,DELIVERED,Delivered,0,Warehouse System
EVT0001284,ORD004985,DRV0109,VEH0117,2026-08-23 08:29:00,Salem,DELIVERED,Delivered,0,Mobile App
EVT0001285,ORD002402,DRV0062,VEH0134,2026-08-12 12:16:00,Vellore,DELIVERED,Delivered,0,Warehouse System
EVT0001286,ORD000437,DRV0038,VEH0106,2026-08-21 08:14:00,Tirunelveli,DELIVERED,Delivered,0,Mobile App
EVT0001287,ORD004354,DRV0042,VEH0088,2026-08-30 12:41:00,Erode,DELIVERED,Delivered,0,GPS Device
EVT0001288,ORD003798,DRV0125,VEH0054,2026-08-21 16:26:00,Salem,TRANSIT,In Transit,0,Driver App
EVT0001289,ORD000053,DRV0064,VEH0184,2026-08-15 13:00:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0001290,ORD003718,DRV0055,VEH0143,2026-08-14 12:14:00,Madurai,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0001291,ORD002825,DRV0071,VEH0138,2026-08-29 18:18:00,Trichy,TRANSIT,In Transit,0,GPS Device
EVT0001292,ORD001840,DRV0002,VEH0059,2026-08-17 09:13:00,Madurai,TRANSIT,In Transit,0,Driver App
EVT0001293,ORD003844,DRV0106,VEH0038,2026-08-03 13:45:00,Erode,DELIVERED,Delivered,0,GPS Device
EVT0001294,ORD003102,DRV0032,VEH0090,2026-08-13 05:43:00,Chennai,DELAYED,Delayed,81,GPS Device
EVT0001295,ORD002823,DRV0066,VEH0186,2026-08-12 18:23:00,Chennai,TRANSIT,In Transit,0,Warehouse System
EVT0001296,ORD002991,DRV0048,VEH0049,2026-08-14 20:16:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001297,ORD001687,DRV0186,VEH0034,2026-08-18 12:51:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0001298,ORD001903,DRV0106,VEH0133,2026-08-09 01:21:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001299,ORD000518,DRV0018,VEH0151,2026-08-11 20:32:00,Coimbatore,DELIVERED,Delivered,0,Mobile App
EVT0001300,ORD001031,DRV0036,VEH0052,2026-08-09 13:22:00,Erode,TRANSIT,In Transit,0,Mobile App
EVT0001301,ORD004433,DRV0015,VEH0103,2026-08-10 23:36:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001302,ORD003444,DRV0180,VEH0076,2026-08-11 12:46:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001303,ORD000089,DRV0004,VEH0151,2026-08-20 04:50:00,Coimbatore,DELIVERED,Delivered,0,Driver App
EVT0001304,ORD003205,DRV0029,VEH0155,2026-08-05 16:58:00,Madurai,TRANSIT,In Transit,0,Warehouse System
EVT0001305,ORD001179,DRV0072,VEH0138,2026-08-25 09:34:00,Tirunelveli,DELIVERY_FAILED,Failed,75,Mobile App
EVT0001306,ORD001671,DRV0146,VEH0059,2026-08-15 00:13:00,Salem,DELAYED,Delayed,134,Driver App
EVT0001307,ORD003454,DRV0174,VEH0012,2026-08-28 11:55:00,Coimbatore,TRANSIT,In Transit,0,Driver App
EVT0001308,ORD002988,DRV0133,VEH0192,2026-08-08 08:38:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001309,ORD002274,DRV0041,VEH0167,2026-08-22 00:00:00,Chennai,TRANSIT,In Transit,0,Warehouse System
EVT0001310,ORD002543,DRV0078,VEH0024,2026-08-09 15:51:00,Madurai,DELIVERED,Delivered,0,Driver App
EVT0001311,ORD004713,DRV0093,VEH0176,2026-08-04 17:19:00,Coimbatore,DELIVERED,Delivered,0,Warehouse System
EVT0001312,ORD003981,DRV0084,VEH0128,2026-08-26 02:57:00,Coimbatore,TRANSIT,In Transit,0,Warehouse System
EVT0001313,ORD003840,DRV0117,VEH0061,2026-08-20 19:39:00,Chennai,TRANSIT,In Transit,0,GPS Device
EVT0001314,ORD003213,DRV0047,VEH0108,2026-08-09 13:50:00,Erode,PICKUP,Picked Up,0,Driver App
EVT0001315,ORD001844,DRV0034,VEH0175,2026-08-03 19:14:00,Erode,DELIVERED,Delivered,0,Driver App
EVT0001316,ORD003655,DRV0095,VEH0044,2026-08-30 17:05:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001317,ORD001172,DRV0175,VEH0076,2026-08-19 00:11:00,Chennai,TRANSIT,In Transit,0,Warehouse System
EVT0001318,ORD001765,DRV0060,VEH0167,2026-08-15 00:09:00,Chennai,DELIVERED,Delivered,0,Warehouse System
EVT0001319,ORD000338,DRV0196,VEH0134,2026-08-18 04:45:00,Madurai,TRANSIT,In Transit,0,Warehouse System
EVT0001320,ORD002752,DRV0033,VEH0073,2026-08-22 17:03:00,Tirunelveli,DELIVERED,Delivered,0,Driver App
EVT0001321,ORD003932,DRV0096,VEH0054,2026-08-06 09:09:00,Trichy,PICKUP,Picked Up,0,Driver App
EVT0001322,ORD000184,DRV0029,VEH0153,2026-08-25 03:28:00,Madurai,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001323,ORD004484,DRV0186,VEH0082,2026-08-31 05:08:00,Salem,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0001324,ORD000934,DRV0015,VEH0123,2026-08-27 10:17:00,Tirunelveli,DELIVERED,Delivered,0,GPS Device
EVT0001325,ORD002870,DRV0147,VEH0140,2026-08-22 03:59:00,Coimbatore,DELAYED,Delayed,63,Mobile App
EVT0001326,ORD003571,DRV0155,VEH0008,2026-08-13 21:10:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0001327,ORD001618,DRV0084,VEH0040,2026-08-07 04:25:00,Tirunelveli,TRANSIT,In Transit,0,GPS Device
EVT0001328,ORD003010,DRV0137,VEH0161,2026-08-21 23:15:00,Trichy,DELIVERED,Delivered,0,GPS Device
EVT0001329,ORD004246,DRV0006,VEH0166,2026-08-13 08:49:00,Coimbatore,DELIVERED,Delivered,0,GPS Device
EVT0001330,ORD000775,DRV0038,VEH0111,2026-08-10 01:29:00,Salem,TRANSIT,In Transit,0,GPS Device
EVT0001331,ORD001279,DRV0195,VEH0080,2026-08-05 16:51:00,Chennai,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0001332,ORD004502,DRV0196,VEH0131,2026-08-19 13:05:00,Madurai,TRANSIT,In Transit,0,Warehouse System
EVT0001333,ORD002330,DRV0005,VEH0152,2026-08-08 04:16:00,Coimbatore,TRANSIT,In Transit,0,GPS Device
EVT0001334,ORD003441,DRV0130,VEH0053,2026-08-28 14:08:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0001335,ORD003554,DRV0190,VEH0013,2026-08-28 23:25:00,Erode,DELIVERED,Delivered,0,GPS Device
EVT0001336,ORD003110,DRV0160,VEH0186,2026-08-26 20:10:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0001337,ORD001617,DRV0195,VEH0086,2026-08-04 07:26:00,Salem,TRANSIT,In Transit,0,GPS Device
EVT0001338,ORD000494,DRV0062,VEH0168,2026-08-09 17:25:00,Trichy,DELIVERY_FAILED,Failed,35,Warehouse System
EVT0001339,ORD001832,DRV0014,VEH0174,2026-08-09 20:27:00,Coimbatore,DELAYED,Delayed,42,Driver App
EVT0001340,ORD003235,DRV0015,VEH0103,2026-08-15 06:10:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001341,ORD002767,DRV0134,VEH0108,2026-08-28 15:37:00,Chennai,TRANSIT,In Transit,0,Mobile App
EVT0001342,ORD004261,DRV0058,VEH0130,2026-08-29 07:05:00,Coimbatore,TRANSIT,In Transit,0,GPS Device
EVT0001343,ORD004411,DRV0068,VEH0024,2026-08-16 05:34:00,Erode,DELAYED,Delayed,133,GPS Device
EVT0001344,ORD004403,DRV0049,VEH0184,2026-08-03 14:11:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001345,ORD002071,DRV0171,VEH0175,2026-08-12 15:07:00,Madurai,DELIVERY_FAILED,Failed,31,Mobile App
EVT0001346,ORD004019,DRV0095,VEH0122,2026-08-20 12:40:00,Salem,TRANSIT,In Transit,0,GPS Device
EVT0001347,ORD003986,DRV0126,VEH0186,2026-08-22 15:42:00,Madurai,TRANSIT,In Transit,0,GPS Device
EVT0001348,ORD000787,DRV0063,VEH0086,2026-08-22 05:51:00,Trichy,TRANSIT,In Transit,0,Driver App
EVT0001349,ORD001785,DRV0172,VEH0021,2026-08-23 15:58:00,Coimbatore,DELIVERED,Delivered,0,Driver App
EVT0001350,ORD003764,DRV0101,VEH0141,2026-08-23 20:52:00,Chennai,DELAYED,Delayed,27,GPS Device
EVT0001351,ORD001139,DRV0171,VEH0134,2026-08-27 00:33:00,Madurai,DELAYED,Delayed,156,GPS Device
EVT0001352,ORD004434,DRV0100,VEH0010,2026-08-09 17:08:00,Vellore,DELIVERED,Delivered,0,Driver App
EVT0001353,ORD000336,DRV0008,VEH0184,2026-08-07 21:52:00,Trichy,DELIVERED,Delivered,0,GPS Device
EVT0001354,ORD002929,DRV0032,VEH0132,2026-08-16 00:01:00,Coimbatore,DELIVERED,Delivered,0,Mobile App
EVT0001355,ORD001111,DRV0074,VEH0052,2026-08-22 21:10:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0001356,ORD001658,DRV0158,VEH0032,2026-08-15 23:33:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001357,ORD004316,DRV0172,VEH0122,2026-08-30 10:03:00,Vellore,PICKUP,Picked Up,0,Mobile App
EVT0001358,ORD002517,DRV0188,VEH0109,2026-08-04 05:57:00,Erode,TRANSIT,In Transit,0,Mobile App
EVT0001359,ORD000740,DRV0139,VEH0099,2026-08-16 19:40:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001360,ORD003248,DRV0149,VEH0031,2026-08-04 09:33:00,Erode,DELIVERED,Delivered,0,GPS Device
EVT0001361,ORD003907,DRV0157,VEH0063,2026-08-17 01:41:00,Chennai,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001362,ORD004398,DRV0107,VEH0054,2026-08-12 09:33:00,Trichy,DELIVERY_FAILED,Failed,12,GPS Device
EVT0001363,ORD001723,DRV0186,VEH0025,2026-08-26 16:43:00,Trichy,DELIVERED,Delivered,0,GPS Device
EVT0001364,ORD000982,DRV0152,VEH0148,2026-08-21 05:57:00,Madurai,DELIVERED,Delivered,0,Warehouse System
EVT0001365,ORD002041,DRV0065,VEH0191,2026-08-28 03:49:00,Trichy,TRANSIT,In Transit,0,GPS Device
EVT0001366,ORD001034,DRV0091,VEH0033,2026-08-18 17:02:00,Coimbatore,TRANSIT,In Transit,0,GPS Device
EVT0001367,ORD004541,DRV0170,VEH0104,2026-08-06 02:14:00,Tirunelveli,DELAYED,Delayed,131,Driver App
EVT0001368,ORD000406,DRV0081,VEH0058,2026-08-10 13:18:00,Coimbatore,DELAYED,Delayed,34,GPS Device
EVT0001369,ORD000528,DRV0092,VEH0017,2026-08-09 13:01:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0001370,ORD001093,DRV0170,VEH0017,2026-08-29 21:53:00,Tirunelveli,DELIVERED,Delivered,0,GPS Device
EVT0001371,ORD002391,DRV0084,VEH0038,2026-08-27 00:03:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0001372,ORD001006,DRV0145,VEH0131,2026-08-09 00:03:00,Coimbatore,DELIVERED,Delivered,0,GPS Device
EVT0001373,ORD001075,DRV0111,VEH0112,2026-08-29 05:47:00,Coimbatore,TRANSIT,In Transit,0,Driver App
EVT0001374,ORD003867,DRV0099,VEH0077,2026-08-24 21:17:00,Erode,TRANSIT,In Transit,0,Driver App
EVT0001375,ORD004872,DRV0127,VEH0189,2026-08-31 17:43:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0001376,ORD000804,DRV0091,VEH0150,2026-08-20 09:38:00,Chennai,TRANSIT,In Transit,0,GPS Device
EVT0001377,ORD001430,DRV0132,VEH0023,2026-08-29 17:00:00,Coimbatore,DELIVERED,Delivered,0,GPS Device
EVT0001378,ORD000079,DRV0018,VEH0194,2026-08-03 13:45:00,Vellore,DELIVERED,Delivered,0,Driver App
EVT0001379,ORD001738,DRV0122,VEH0008,2026-08-20 05:02:00,Salem,PICKUP,Picked Up,0,GPS Device
EVT0001380,ORD001890,DRV0100,VEH0047,2026-08-10 20:03:00,Chennai,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001381,ORD000364,DRV0098,VEH0022,2026-08-28 04:04:00,Erode,TRANSIT,In Transit,0,Warehouse System
EVT0001382,ORD000382,DRV0050,VEH0044,2026-08-16 02:12:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001383,ORD001155,DRV0110,VEH0063,2026-08-13 14:16:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0001384,ORD004590,DRV0136,VEH0048,2026-08-04 09:21:00,Coimbatore,DELIVERED,Delivered,0,Warehouse System
EVT0001385,ORD001267,DRV0016,VEH0020,2026-08-01 22:38:00,Trichy,DELIVERED,Delivered,0,Mobile App
EVT0001386,ORD001711,DRV0159,VEH0151,2026-08-14 04:52:00,Chennai,DELAYED,Delayed,178,GPS Device
EVT0001387,ORD000901,DRV0045,VEH0140,2026-08-27 01:56:00,Coimbatore,DELIVERED,Delivered,0,Mobile App
EVT0001388,ORD002108,DRV0126,VEH0173,2026-08-25 20:22:00,Madurai,PICKUP,Picked Up,0,GPS Device
EVT0001389,ORD004829,DRV0117,VEH0111,2026-08-22 18:24:00,Madurai,TRANSIT,In Transit,0,Driver App
EVT0001390,ORD000075,DRV0029,VEH0083,2026-08-11 13:25:00,Madurai,DELIVERED,Delivered,0,GPS Device
EVT0001391,ORD003613,DRV0042,VEH0048,2026-08-07 01:33:00,Chennai,TRANSIT,In Transit,0,GPS Device
EVT0001392,ORD000002,DRV0060,VEH0056,2026-08-24 08:30:00,Salem,DELAYED,Delayed,162,Mobile App
EVT0001393,ORD004249,DRV0109,VEH0117,2026-08-04 06:36:00,Tirunelveli,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001394,ORD001731,DRV0127,VEH0048,2026-08-20 11:58:00,Erode,DELIVERED,Delivered,0,Mobile App
EVT0001395,ORD002678,DRV0008,VEH0040,2026-08-19 13:33:00,Madurai,DELAYED,Delayed,55,Mobile App
EVT0001396,ORD002629,DRV0072,VEH0189,2026-08-10 09:30:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0001397,ORD004833,DRV0104,VEH0057,2026-08-18 17:07:00,Chennai,DELIVERED,Delivered,0,Mobile App
EVT0001398,ORD000610,DRV0162,VEH0173,2026-08-04 12:17:00,Erode,DELAYED,Delayed,22,Driver App
EVT0001399,ORD004703,DRV0017,VEH0092,2026-08-07 08:24:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0001400,ORD000150,DRV0191,VEH0035,2026-08-28 05:30:00,Coimbatore,TRANSIT,In Transit,0,Driver App
EVT0001401,ORD001092,DRV0048,VEH0033,2026-08-11 00:02:00,Chennai,DELIVERED,Delivered,0,Warehouse System
EVT0001402,ORD001037,DRV0062,VEH0171,2026-08-22 11:01:00,Salem,DELIVERED,Delivered,0,Warehouse System
EVT0001403,ORD003508,DRV0123,VEH0116,2026-08-16 06:12:00,Tirunelveli,DELIVERED,Delivered,0,Mobile App
EVT0001404,ORD002172,DRV0054,VEH0113,2026-08-25 19:56:00,Salem,DELIVERY_FAILED,Failed,85,Driver App
EVT0001405,ORD004552,DRV0016,VEH0058,2026-08-16 09:49:00,Coimbatore,DELIVERED,Delivered,0,Driver App
EVT0001406,ORD004605,DRV0070,VEH0199,2026-08-02 06:42:00,Salem,TRANSIT,In Transit,0,Mobile App
EVT0001407,ORD001815,DRV0064,VEH0029,2026-08-25 18:44:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0001408,ORD003862,DRV0191,VEH0071,2026-08-23 02:44:00,Salem,PICKUP,Picked Up,0,Driver App
EVT0001409,ORD000206,DRV0085,VEH0108,2026-08-01 08:02:00,Erode,TRANSIT,In Transit,0,GPS Device
EVT0001410,ORD004570,DRV0171,VEH0147,2026-08-01 03:05:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0001411,ORD004390,DRV0030,VEH0071,2026-08-31 23:02:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001412,ORD002109,DRV0064,VEH0109,2026-08-20 15:24:00,Erode,DELIVERED,Delivered,0,Mobile App
EVT0001413,ORD001751,DRV0028,VEH0125,2026-08-06 17:47:00,Salem,TRANSIT,In Transit,0,Mobile App
EVT0001414,ORD001859,DRV0139,VEH0137,2026-08-08 22:12:00,Vellore,TRANSIT,In Transit,0,Warehouse System
EVT0001415,ORD003554,DRV0067,VEH0022,2026-08-16 06:52:00,Tirunelveli,PICKUP,Picked Up,0,Driver App
EVT0001416,ORD001210,DRV0035,VEH0160,2026-08-16 04:19:00,Erode,DELIVERED,Delivered,0,GPS Device
EVT0001417,ORD002657,DRV0043,VEH0025,2026-08-26 07:18:00,Tirunelveli,DELIVERED,Delivered,0,Warehouse System
EVT0001418,ORD004178,DRV0006,VEH0043,2026-08-31 16:25:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001419,ORD001709,DRV0161,VEH0024,2026-08-25 05:17:00,Madurai,DELIVERED,Delivered,0,Warehouse System
EVT0001420,ORD003720,DRV0183,VEH0116,2026-08-22 14:38:00,Erode,DELIVERED,Delivered,0,GPS Device
EVT0001421,ORD002993,DRV0075,VEH0147,2026-08-31 17:03:00,Coimbatore,PICKUP,Picked Up,0,Mobile App
EVT0001422,ORD004668,DRV0138,VEH0049,2026-08-15 18:06:00,Madurai,DELIVERED,Delivered,0,Driver App
EVT0001423,ORD000196,DRV0009,VEH0024,2026-08-13 10:38:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001424,ORD004348,DRV0198,VEH0068,2026-08-30 13:50:00,Vellore,TRANSIT,In Transit,0,GPS Device
EVT0001425,ORD002803,DRV0034,VEH0057,2026-08-12 19:27:00,Trichy,DELIVERED,Delivered,0,Mobile App
EVT0001426,ORD003693,DRV0001,VEH0070,2026-08-17 11:58:00,Coimbatore,DELIVERED,Delivered,0,GPS Device
EVT0001427,ORD002595,DRV0139,VEH0084,2026-08-07 01:32:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0001428,ORD001026,DRV0134,VEH0113,2026-08-02 15:40:00,Trichy,DELAYED,Delayed,68,Driver App
EVT0001429,ORD003368,DRV0105,VEH0043,2026-08-19 13:18:00,Salem,PICKUP,Picked Up,0,Warehouse System
EVT0001430,ORD002740,DRV0016,VEH0115,2026-08-20 03:34:00,Coimbatore,TRANSIT,In Transit,0,GPS Device
EVT0001431,ORD000186,DRV0118,VEH0078,2026-08-17 07:35:00,Trichy,TRANSIT,In Transit,0,Warehouse System
EVT0001432,ORD003720,DRV0038,VEH0075,2026-08-10 13:36:00,Madurai,PICKUP,Picked Up,0,Mobile App
EVT0001433,ORD000686,DRV0076,VEH0153,2026-08-31 00:20:00,Chennai,DELAYED,Delayed,161,GPS Device
EVT0001434,ORD003960,DRV0137,VEH0108,2026-08-23 18:55:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0001435,ORD002730,DRV0166,VEH0150,2026-08-01 11:22:00,Coimbatore,DELIVERED,Delivered,0,Driver App
EVT0001436,ORD002745,DRV0005,VEH0013,2026-08-21 13:41:00,Coimbatore,DELIVERED,Delivered,0,Mobile App
EVT0001437,ORD000480,DRV0103,VEH0162,2026-08-28 12:37:00,Tirunelveli,DELIVERED,Delivered,0,Mobile App
EVT0001438,ORD001259,DRV0104,VEH0025,2026-08-12 05:59:00,Madurai,TRANSIT,In Transit,0,Mobile App
EVT0001439,ORD000372,DRV0176,VEH0035,2026-08-15 20:51:00,Vellore,PICKUP,Picked Up,0,Warehouse System
EVT0001440,ORD004058,DRV0143,VEH0012,2026-08-02 12:21:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001441,ORD003060,DRV0181,VEH0024,2026-08-27 01:39:00,Erode,TRANSIT,In Transit,0,Warehouse System
EVT0001442,ORD003242,DRV0195,VEH0156,2026-08-30 05:01:00,Madurai,DELIVERY_FAILED,Failed,158,Warehouse System
EVT0001443,ORD000724,DRV0191,VEH0106,2026-08-06 13:59:00,Erode,DELIVERED,Delivered,0,GPS Device
EVT0001444,ORD003534,DRV0097,VEH0143,2026-08-06 16:00:00,Vellore,DELAYED,Delayed,78,Warehouse System
EVT0001445,ORD000744,DRV0141,VEH0184,2026-08-16 14:55:00,Trichy,DELIVERED,Delivered,0,GPS Device
EVT0001446,ORD000604,DRV0193,VEH0171,2026-08-25 21:08:00,Madurai,DELIVERED,Delivered,0,Driver App
EVT0001447,ORD002019,DRV0104,VEH0014,2026-08-27 13:35:00,Madurai,DELIVERED,Delivered,0,Driver App
EVT0001448,ORD002382,DRV0155,VEH0179,2026-08-07 23:56:00,Vellore,DELIVERED,Delivered,0,Mobile App
EVT0001449,ORD004316,DRV0064,VEH0005,2026-08-07 07:43:00,Coimbatore,PICKUP,Picked Up,0,GPS Device
EVT0001450,ORD000115,DRV0101,VEH0190,2026-08-25 11:45:00,Trichy,DELIVERED,Delivered,0,GPS Device
EVT0001451,ORD001100,DRV0064,VEH0104,2026-08-02 17:13:00,Madurai,TRANSIT,In Transit,0,GPS Device
EVT0001452,ORD004746,DRV0100,VEH0046,2026-08-28 07:22:00,Trichy,OUT_FOR_DELIVERY,Out for Delivery,0,Driver App
EVT0001453,ORD001630,DRV0144,VEH0088,2026-08-14 06:41:00,Coimbatore,DELIVERED,Delivered,0,Driver App
EVT0001454,ORD002000,DRV0193,VEH0175,2026-08-02 14:33:00,Erode,DELAYED,Delayed,178,Driver App
EVT0001455,ORD003820,DRV0057,VEH0059,2026-08-24 19:48:00,Trichy,TRANSIT,In Transit,0,Warehouse System
EVT0001456,ORD000441,DRV0174,VEH0067,2026-08-18 02:59:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0001457,ORD003448,DRV0029,VEH0065,2026-08-25 22:57:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0001458,ORD003613,DRV0060,VEH0166,2026-08-04 17:57:00,Salem,DELIVERED,Delivered,0,Mobile App
EVT0001459,ORD004601,DRV0153,VEH0126,2026-08-04 10:05:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001460,ORD003944,DRV0174,VEH0056,2026-08-23 16:27:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0001461,ORD003827,DRV0171,VEH0189,2026-08-10 23:00:00,Coimbatore,PICKUP,Picked Up,0,Warehouse System
EVT0001462,ORD001482,DRV0059,VEH0094,2026-08-20 22:06:00,Salem,PICKUP,Picked Up,0,Mobile App
EVT0001463,ORD001789,DRV0084,VEH0053,2026-08-20 13:14:00,Madurai,TRANSIT,In Transit,0,Driver App
EVT0001464,ORD002158,DRV0162,VEH0097,2026-08-15 13:35:00,Tirunelveli,DELIVERED,Delivered,0,GPS Device
EVT0001465,ORD003614,DRV0083,VEH0017,2026-08-01 05:27:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0001466,ORD004797,DRV0085,VEH0112,2026-08-06 06:55:00,Chennai,TRANSIT,In Transit,0,Mobile App
EVT0001467,ORD002240,DRV0001,VEH0028,2026-08-05 09:26:00,Coimbatore,TRANSIT,In Transit,0,Driver App
EVT0001468,ORD002564,DRV0075,VEH0036,2026-08-18 18:36:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0001469,ORD004711,DRV0082,VEH0148,2026-08-26 15:30:00,Vellore,PICKUP,Picked Up,0,GPS Device
EVT0001470,ORD000060,DRV0121,VEH0148,2026-08-02 21:42:00,Chennai,TRANSIT,In Transit,0,Mobile App
EVT0001471,ORD002145,DRV0113,VEH0009,2026-08-11 23:06:00,Vellore,DELIVERED,Delivered,0,GPS Device
EVT0001472,ORD000067,DRV0120,VEH0125,2026-08-24 21:24:00,Trichy,TRANSIT,In Transit,0,GPS Device
EVT0001473,ORD000765,DRV0140,VEH0152,2026-08-28 12:24:00,Salem,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001474,ORD004926,DRV0141,VEH0199,2026-08-10 17:21:00,Coimbatore,TRANSIT,In Transit,0,Driver App
EVT0001475,ORD004147,DRV0043,VEH0019,2026-08-27 21:04:00,Chennai,OUT_FOR_DELIVERY,Out for Delivery,0,Mobile App
EVT0001476,ORD003184,DRV0095,VEH0071,2026-08-07 22:33:00,Salem,DELIVERY_FAILED,Failed,26,Mobile App
EVT0001477,ORD000779,DRV0051,VEH0061,2026-08-03 01:16:00,Vellore,TRANSIT,In Transit,0,Driver App
EVT0001478,ORD003887,DRV0152,VEH0017,2026-08-11 12:24:00,Coimbatore,DELIVERED,Delivered,0,Warehouse System
EVT0001479,ORD003664,DRV0132,VEH0049,2026-08-17 20:47:00,Chennai,DELIVERED,Delivered,0,GPS Device
EVT0001480,ORD003779,DRV0153,VEH0057,2026-08-11 11:46:00,Vellore,TRANSIT,In Transit,0,Mobile App
EVT0001481,ORD003549,DRV0163,VEH0094,2026-08-27 09:29:00,Salem,TRANSIT,In Transit,0,Driver App
EVT0001482,ORD000045,DRV0183,VEH0150,2026-08-10 11:32:00,Vellore,DELIVERY_FAILED,Failed,142,GPS Device
EVT0001483,ORD001775,DRV0061,VEH0010,2026-08-14 22:42:00,Coimbatore,DELIVERED,Delivered,0,GPS Device
EVT0001484,ORD002441,DRV0056,VEH0179,2026-08-20 11:20:00,Coimbatore,DELIVERED,Delivered,0,Mobile App
EVT0001485,ORD000328,DRV0173,VEH0134,2026-08-11 00:56:00,Madurai,DELAYED,Delayed,38,GPS Device
EVT0001486,ORD001940,DRV0149,VEH0008,2026-08-21 14:38:00,Vellore,DELIVERED,Delivered,0,Mobile App
EVT0001487,ORD001068,DRV0042,VEH0164,2026-08-17 09:46:00,Erode,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001488,ORD003018,DRV0137,VEH0039,2026-08-17 15:52:00,Salem,PICKUP,Picked Up,0,GPS Device
EVT0001489,ORD004951,DRV0041,VEH0012,2026-08-01 15:10:00,Coimbatore,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0001490,ORD003390,DRV0038,VEH0164,2026-08-22 20:38:00,Salem,OUT_FOR_DELIVERY,Out for Delivery,0,Warehouse System
EVT0001491,ORD003724,DRV0138,VEH0177,2026-08-11 07:53:00,Trichy,TRANSIT,In Transit,0,GPS Device
EVT0001492,ORD003760,DRV0160,VEH0135,2026-08-29 18:24:00,Vellore,OUT_FOR_DELIVERY,Out for Delivery,0,GPS Device
EVT0001493,ORD003055,DRV0135,VEH0124,2026-08-26 23:07:00,Salem,DELIVERY_FAILED,Failed,95,Driver App
